application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,loan_purpose,marital_status,num_dependents,residence_type,years_at_current_address,years_employed,has_previous_loan,previous_loan_default,bank_account_balance,is_approved
74072,Applicant_370,2023-03-20,54,89364.6,employed,832,0.15,30730.0,car,divorced,4,own,10,5,1,0,10678.68,1
74073,Applicant_370,2023-03-21,40,32014.89,self-employed,548,0.47,49725.29,education,divorced,3,rent,14,10,1,1,6248.18,0
74074,Applicant_370,2023-03-22,46,64011.81,employed,609,0.19,1174.63,education,single,4,rent,16,27,1,1,5550.75,0
74075,Applicant_370,2023-03-24,32,40925.78,self-employed,523,0.76,1976.45,home,divorced,0,family,9,36,0,0,6352.83,0
74076,Applicant_370,2023-03-24,46,31220.99,self-employed,529,0.74,1988.98,education,single,1,own,0,2,1,0,4398.76,1
74077,Applicant_370,2023-03-25,48,166764.01,employed,850,0.21,7077.4,home,divorced,5,family,17,10,1,1,17487.13,0
74078,Applicant_370,2023-03-26,69,28234.89,self-employed,558,0.51,146.83,car,married,4,rent,16,0,1,1,5292.9,0
74079,Applicant_370,2023-04-01,65,38107.42,employed,605,0.62,3628.84,personal,single,2,own,10,10,0,0,5049.26,0
74080,Applicant_370,2023-04-01,49,20963.29,employed,496,0.33,751.31,home,married,4,family,15,19,1,1,3474.99,1
74081,Applicant_370,2023-04-02,21,50071.82,self-employed,503,0.3,4822.21,car,single,4,own,19,5,1,0,8372.35,0
74082,Applicant_370,2023-04-02,52,35409.35,employed,586,0.44,4226.71,personal,divorced,1,family,1,11,1,0,6671.76,0
74083,Applicant_370,2023-04-03,48,25925.41,employed,582,0.68,1039.96,home,single,1,own,4,23,1,1,4056.26,0
74084,Applicant_370,2023-04-04,60,30213.42,unemployed,615,0.41,5588.53,home,married,1,own,0,13,0,0,3350.6,1
74085,Applicant_370,2023-04-05,57,34756.63,unemployed,546,0.69,1152.13,home,married,3,family,15,2,1,0,5849.35,1
74086,Applicant_370,2023-04-06,26,81559.88,employed,736,0.4,3716.89,home,single,5,family,8,18,0,0,9250.02,1
74087,Applicant_370,2023-04-07,46,54021.48,unemployed,654,0.39,10932.59,car,single,0,rent,1,6,1,1,7637.89,1
74088,Applicant_370,2023-04-07,53,128797.58,self-employed,850,0.11,15115.93,home,single,3,rent,0,36,1,1,14287.56,0
74089,Applicant_370,2023-04-09,47,31137.99,unemployed,532,0.57,21984.8,car,single,1,rent,13,26,0,0,6175.04,0
74090,Applicant_370,2023-04-09,43,32980.5,employed,570,0.46,20311.39,education,divorced,2,own,15,34,1,0,4917.1,1
74091,Applicant_370,2023-04-10,58,28996.61,self-employed,534,0.37,15462.9,education,divorced,4,rent,7,31,1,0,5406.82,0
74092,Applicant_370,2023-04-11,40,22031.06,self-employed,492,0.38,8278.76,car,married,5,own,7,28,1,0,4206.59,1
74093,Applicant_370,2023-04-12,60,40241.76,self-employed,620,0.34,2637.95,home,single,4,rent,0,29,1,1,5568.33,0
74094,Applicant_370,2023-04-12,38,22629.16,employed,476,0.7,1345.43,education,single,3,family,9,4,1,1,3729.73,0
74095,Applicant_370,2023-04-14,67,38975.2,employed,729,0.75,1923.62,home,divorced,5,own,8,13,1,0,5927.55,1
74096,Applicant_370,2023-04-14,36,29829.24,self-employed,472,0.31,4820.74,car,married,4,own,1,22,1,1,6183.88,0
74097,Applicant_370,2023-04-15,54,26091.97,unemployed,582,0.69,5540.32,education,divorced,5,own,9,36,0,0,2686.17,1
74098,Applicant_370,2023-04-15,68,24369.25,self-employed,507,0.69,11957.18,education,married,0,own,13,20,0,0,3929.32,0
74099,Applicant_370,2023-04-16,63,21729.64,unemployed,584,0.4,4595.05,education,divorced,3,family,13,2,0,0,5423.42,0
74100,Applicant_370,2023-04-18,35,26674.63,employed,437,0.44,6489.59,home,divorced,4,family,6,21,0,0,6194.72,1
74101,Applicant_370,2023-04-19,26,18652.45,employed,387,0.75,2243.61,personal,single,4,family,10,22,0,0,3201.73,1
74102,Applicant_370,2023-04-19,30,35983.7,self-employed,527,0.57,32683.77,personal,divorced,0,family,15,5,1,0,4160.24,1
74103,Applicant_370,2023-04-20,38,12334.46,employed,492,0.66,1202.88,education,single,1,family,16,34,1,1,3783.33,0
74104,Applicant_370,2023-04-21,36,58585.67,unemployed,588,0.15,1895.14,personal,married,1,rent,15,10,0,0,5888.54,1
74105,Applicant_370,2023-04-21,67,36108.92,employed,707,0.78,2317.68,car,divorced,0,rent,8,10,0,0,6100.11,1
74106,Applicant_370,2023-04-22,66,44250.46,self-employed,624,0.4,696.57,education,married,0,family,20,14,1,1,5893.86,0
74107,Applicant_370,2023-04-22,33,40825.76,self-employed,574,0.72,3759.15,home,married,1,family,10,21,0,0,6481.98,0
74108,Applicant_370,2023-04-24,40,62621.99,employed,615,0.29,4199.6,home,single,5,own,11,40,1,0,7265.66,1
74109,Applicant_370,2023-04-25,66,24668.36,self-employed,463,0.6,765.55,home,single,1,rent,3,18,0,0,3180.47,0
74110,Applicant_370,2023-04-25,66,23527.97,employed,621,0.57,2330.3,car,divorced,5,rent,18,31,1,1,5665.64,0
74111,Applicant_370,2023-04-26,43,32057.75,self-employed,605,0.69,10575.75,car,divorced,3,own,9,5,0,0,5072.09,1
74112,Applicant_370,2023-04-29,47,110071.79,unemployed,794,0.29,379.92,personal,married,1,rent,6,30,1,0,12811.63,1
74113,Applicant_370,2023-04-29,62,27548.95,unemployed,548,0.54,9397.57,education,divorced,5,family,8,9,1,1,5494.43,0
74114,Applicant_370,2023-04-30,57,52374.38,unemployed,672,0.39,3288.81,home,divorced,1,own,12,22,0,0,6807.94,1
74115,Applicant_370,2023-04-30,66,68592.01,unemployed,767,0.15,2394.2,home,divorced,5,rent,18,14,1,0,7590.81,1
74116,Applicant_370,2023-05-01,31,19171.49,unemployed,545,0.79,12024.0,personal,single,3,family,13,8,0,0,3683.66,1
74117,Applicant_370,2023-05-02,41,44544.73,unemployed,527,0.33,1458.87,education,divorced,5,own,11,6,0,0,7165.74,1
74118,Applicant_370,2023-05-02,69,43970.44,unemployed,599,0.38,7135.56,home,divorced,3,rent,0,2,0,0,5636.68,1
74119,Applicant_370,2023-05-03,32,52541.79,employed,502,0.13,112.89,personal,divorced,3,own,2,33,0,0,7918.56,1
74120,Applicant_370,2023-05-05,60,55237.72,unemployed,663,0.35,8096.21,car,divorced,0,own,17,0,0,0,7918.77,1
74121,Applicant_370,2023-05-05,48,103405.71,employed,850,0.33,560.51,home,single,1,own,2,8,0,0,11256.39,1
74122,Applicant_370,2023-05-06,29,20473.61,unemployed,472,0.71,1548.57,home,single,5,rent,18,3,0,0,2806.03,1
74123,Applicant_370,2023-05-07,46,29562.49,self-employed,464,0.38,2626.23,home,divorced,2,own,13,24,0,0,3207.89,1
74124,Applicant_370,2023-05-08,23,42344.63,self-employed,529,0.38,873.57,home,single,1,own,15,5,0,0,5948.46,1
74125,Applicant_370,2023-05-09,20,46903.88,self-employed,589,0.51,8145.91,education,divorced,2,own,11,20,0,0,6450.4,1
74126,Applicant_370,2023-05-09,30,38550.61,employed,567,0.5,854.32,education,single,2,rent,6,26,1,1,5924.26,0
74127,Applicant_370,2023-05-12,18,64384.16,employed,618,0.28,1102.24,home,married,5,family,6,2,1,0,7522.08,1
74128,Applicant_370,2023-05-13,63,33535.13,self-employed,596,0.51,2323.99,education,divorced,0,rent,7,15,1,0,4038.83,1
74129,Applicant_370,2023-05-14,58,58253.68,unemployed,599,0.1,1857.46,home,married,2,own,16,28,1,0,6237.64,1
74130,Applicant_370,2023-05-15,43,55886.48,employed,622,0.14,379.85,education,single,3,rent,19,38,1,1,6550.78,1
74131,Applicant_370,2023-05-17,35,36577.01,employed,545,0.52,2487.55,education,married,5,family,13,16,1,1,5650.11,0
74132,Applicant_370,2023-05-17,61,34627.19,employed,550,0.55,27779.31,education,married,1,family,19,39,1,0,3682.7,1
74133,Applicant_370,2023-05-18,53,26451.55,employed,498,0.42,388.02,car,single,2,family,15,5,1,1,4605.51,0
74134,Applicant_370,2023-05-18,42,62975.35,employed,618,0.32,888.58,home,divorced,2,own,16,7,0,0,7487.01,1
74135,Applicant_370,2023-05-19,22,28022.56,self-employed,501,0.41,3171.01,car,divorced,0,rent,9,39,0,0,5789.67,1
74136,Applicant_370,2023-05-19,22,43550.76,employed,496,0.34,3558.36,car,single,5,family,4,11,0,0,5475.65,1
74137,Applicant_370,2023-05-20,66,24973.81,unemployed,577,0.6,41072.25,education,married,1,rent,1,38,0,0,3809.78,1
74138,Applicant_370,2023-05-21,57,57062.14,employed,590,0.19,5675.03,car,married,4,rent,17,18,0,0,8582.09,0
74139,Applicant_370,2023-05-24,43,35390.08,employed,519,0.67,1262.37,education,married,0,family,17,22,0,0,3686.24,0
74140,Applicant_370,2023-05-25,58,40495.65,employed,613,0.72,419.37,car,single,4,own,7,13,0,0,5796.49,1
74141,Applicant_370,2023-05-25,40,35981.13,self-employed,554,0.61,289.72,home,married,1,own,1,24,1,0,5739.61,0
74142,Applicant_370,2023-05-26,28,52627.78,self-employed,542,0.11,4750.54,personal,married,5,rent,1,13,0,0,9647.77,0
74143,Applicant_370,2023-05-29,55,31286.8,employed,581,0.74,1138.86,home,single,4,rent,3,15,0,0,4573.33,0
74144,Applicant_370,2023-05-30,57,71354.43,unemployed,775,0.24,29342.62,education,married,4,own,15,29,0,0,9904.48,1
74145,Applicant_370,2023-05-30,63,34880.38,unemployed,556,0.61,2770.56,home,single,5,family,2,37,1,1,6245.75,0
74146,Applicant_370,2023-06-01,53,36087.04,employed,646,0.47,852.03,home,divorced,3,family,12,35,1,1,5751.92,0
74147,Applicant_370,2023-06-01,21,39122.13,self-employed,431,0.72,2538.85,education,single,0,own,20,11,0,0,6498.74,1
74148,Applicant_370,2023-06-04,63,20672.79,self-employed,466,0.7,561.81,car,single,1,rent,13,26,1,1,5992.39,0
74149,Applicant_370,2023-06-05,45,43668.01,self-employed,572,0.75,148.26,home,divorced,3,family,11,1,0,0,6996.67,0
74150,Applicant_370,2023-06-07,70,24167.55,employed,656,0.35,647.7,home,single,3,family,19,32,1,1,6231.78,1
74151,Applicant_370,2023-06-08,30,14207.12,self-employed,356,0.66,2943.74,home,single,5,family,16,28,1,1,2924.53,0
74152,Applicant_370,2023-06-08,33,37431.03,employed,536,0.74,2608.16,education,divorced,3,own,10,13,1,1,4611.9,0
74153,Applicant_370,2023-06-09,19,41541.01,employed,529,0.45,1371.24,personal,married,0,rent,16,12,0,0,6605.5,0
74154,Applicant_370,2023-06-11,33,22894.02,employed,469,0.71,1112.43,education,single,3,family,8,27,0,0,3928.98,0
74155,Applicant_370,2023-06-12,31,16582.67,employed,414,0.44,1779.54,home,divorced,1,rent,7,20,1,1,3452.55,0
74156,Applicant_370,2023-06-12,67,21376.96,self-employed,539,0.41,2265.63,car,married,2,own,18,7,1,0,3021.32,0
74157,Applicant_370,2023-06-13,41,29796.53,self-employed,563,0.77,19568.22,home,married,1,rent,15,8,0,0,4596.89,0
74158,Applicant_370,2023-06-13,64,33630.88,unemployed,614,0.49,453.65,home,divorced,0,own,8,15,0,0,5831.62,1
74159,Applicant_370,2023-06-15,59,18785.72,employed,501,0.65,139.03,education,married,1,rent,14,14,0,0,4267.27,1
74160,Applicant_370,2023-06-16,31,101890.66,unemployed,829,0.38,10229.49,car,single,0,rent,15,13,1,1,11947.66,0
74161,Applicant_370,2023-06-17,54,43236.73,employed,601,0.62,9833.24,car,single,4,family,19,32,1,1,7133.41,0
74162,Applicant_370,2023-06-18,66,48090.05,self-employed,693,0.52,1913.37,education,married,1,family,20,20,1,1,8672.68,0
74163,Applicant_370,2023-06-18,25,43570.1,unemployed,504,0.63,843.92,home,divorced,4,rent,18,34,0,0,5424.51,0
74164,Applicant_370,2023-06-19,46,18142.49,self-employed,467,0.43,1454.6,car,married,2,own,17,23,0,0,2881.73,1
74165,Applicant_370,2023-06-19,31,15390.34,employed,440,0.52,3101.67,education,single,2,own,10,21,1,0,878.34,1
74166,Applicant_370,2023-06-20,50,51976.63,self-employed,641,0.14,4030.18,car,single,1,family,1,31,0,0,7804.99,1
74167,Applicant_370,2023-06-20,33,82985.64,employed,721,0.37,3652.56,personal,single,3,own,8,34,0,0,11064.58,1
74168,Applicant_370,2023-06-21,28,61801.91,self-employed,650,0.47,139.75,car,divorced,1,family,16,11,0,0,10137.24,0
74169,Applicant_370,2023-06-22,42,29323.39,employed,592,0.49,1703.05,home,divorced,1,rent,19,25,0,0,6395.87,1
74170,Applicant_370,2023-06-22,52,21372.23,employed,547,0.56,5196.04,education,married,0,own,11,33,0,0,2992.82,1
74171,Applicant_370,2023-06-23,58,31338.62,employed,592,0.32,3692.13,home,single,2,family,16,14,0,0,4816.14,1
74172,Applicant_370,2023-06-23,48,28863.77,unemployed,543,0.63,461.46,car,single,1,family,9,27,1,0,3289.63,0
74173,Applicant_370,2023-06-24,29,36193.27,employed,470,0.51,1326.75,car,single,2,rent,3,2,0,0,5832.56,0
74174,Applicant_370,2023-06-26,40,15304.37,unemployed,410,0.67,452.5,home,married,2,family,14,5,1,1,3013.87,0
74175,Applicant_370,2023-06-26,61,43481.81,unemployed,623,0.35,16987.51,personal,divorced,5,rent,13,2,1,0,7785.78,0
74176,Applicant_370,2023-06-27,39,46207.31,employed,542,0.67,2452.89,personal,divorced,2,own,17,12,1,1,5550.86,0
74177,Applicant_370,2023-06-28,24,30702.04,unemployed,564,0.3,1159.87,personal,divorced,0,own,9,37,1,0,4764.25,1
74178,Applicant_370,2023-06-28,23,6569.39,self-employed,460,0.35,411.07,car,married,0,family,3,2,1,1,2188.01,0
74179,Applicant_370,2023-06-29,32,74724.08,unemployed,731,0.26,4985.1,car,single,0,own,11,35,0,0,8362.72,0
74180,Applicant_370,2023-07-03,38,55793.89,unemployed,537,0.38,2315.55,home,single,2,family,1,0,1,0,7768.67,1
74181,Applicant_370,2023-07-04,44,14969.11,self-employed,451,0.7,1282.77,education,divorced,5,family,16,20,0,0,3793.34,1
74182,Applicant_370,2023-07-05,53,30014.78,unemployed,481,0.51,52413.58,education,married,3,rent,18,1,0,0,5082.32,1
74183,Applicant_370,2023-07-06,23,52104.43,employed,503,0.38,18058.84,personal,married,4,rent,4,1,1,0,7052.86,0
74184,Applicant_370,2023-07-06,61,19970.79,self-employed,612,0.52,1038.59,home,divorced,5,rent,17,12,0,0,1704.03,0
74185,Applicant_370,2023-07-08,58,27293.49,self-employed,590,0.69,4353.72,personal,divorced,2,own,3,20,1,1,5595.36,0
74186,Applicant_370,2023-07-08,35,52802.41,employed,582,0.28,1853.27,personal,divorced,2,own,2,23,0,0,8257.13,1
74187,Applicant_370,2023-07-09,62,45314.52,self-employed,649,0.57,121.28,home,divorced,5,rent,8,35,1,1,5520.89,0
74188,Applicant_370,2023-07-09,64,45634.28,employed,643,0.35,352.19,personal,married,1,rent,6,25,1,1,4472.53,0
74189,Applicant_370,2023-07-11,19,24575.67,self-employed,494,0.48,1550.21,car,divorced,1,rent,4,10,0,0,2916.58,1
74190,Applicant_370,2023-07-11,49,41532.14,self-employed,579,0.57,2531.4,car,single,1,rent,2,16,1,0,5937.09,0
74191,Applicant_370,2023-07-12,39,43033.21,self-employed,643,0.49,3506.6,personal,single,5,rent,0,32,1,0,6148.1,0
74192,Applicant_370,2023-07-13,29,73644.25,self-employed,526,0.3,512.92,home,married,2,rent,10,3,0,0,7551.69,1
74193,Applicant_370,2023-07-14,37,50294.58,self-employed,579,0.45,202.51,education,divorced,1,own,15,32,1,0,7987.26,0
74194,Applicant_370,2023-07-19,24,38753.38,employed,474,0.39,4678.97,car,divorced,5,own,12,40,0,0,5567.37,1
74195,Applicant_371,2023-01-02,38,38303.9,unemployed,573,0.53,3121.84,education,divorced,5,family,15,13,1,1,6749.43,0
74196,Applicant_371,2023-01-02,48,48649.98,self-employed,573,0.55,1357.52,personal,single,3,rent,14,35,1,1,8892.53,0
74197,Applicant_371,2023-01-05,35,47086.9,employed,586,0.7,2796.29,car,divorced,4,own,10,9,1,1,6507.51,0
74198,Applicant_371,2023-01-05,42,47593.54,unemployed,591,0.53,11588.43,personal,single,3,own,7,34,0,0,7978.46,1
74199,Applicant_371,2023-01-06,33,13481.66,employed,381,0.65,6017.9,personal,married,3,own,10,26,1,0,2967.91,1
74200,Applicant_371,2023-01-11,26,68775.28,unemployed,584,0.27,697.6,car,single,3,rent,14,25,1,0,7227.93,0
74201,Applicant_371,2023-01-11,45,34239.91,self-employed,578,0.39,61583.1,personal,divorced,3,own,8,10,0,0,5028.51,1
74202,Applicant_371,2023-01-12,25,68927.85,self-employed,673,0.35,1601.72,personal,single,4,own,8,27,1,1,8925.85,1
74203,Applicant_371,2023-01-14,54,50241.44,self-employed,574,0.46,20674.34,home,married,2,rent,3,10,1,1,6713.9,0
74204,Applicant_371,2023-01-14,27,37933.76,employed,452,0.66,2140.18,home,divorced,5,own,3,38,0,0,5848.35,1
74205,Applicant_371,2023-01-16,24,24121.93,unemployed,568,0.68,4531.9,home,married,0,own,15,6,0,0,4320.05,1
74206,Applicant_371,2023-01-19,26,24526.57,employed,511,0.55,2371.38,education,divorced,2,rent,3,27,0,0,4050.22,0
74207,Applicant_371,2023-01-19,68,113161.97,unemployed,850,0.18,4761.08,personal,single,5,own,3,26,0,0,12597.82,1
74208,Applicant_371,2023-01-20,64,11858.57,employed,533,0.67,1216.01,personal,divorced,0,rent,10,36,1,0,3879.15,1
74209,Applicant_371,2023-01-21,45,47045.2,employed,461,0.79,526.34,car,single,0,own,17,3,0,0,6306.2,1
74210,Applicant_371,2023-01-23,21,28017.59,employed,454,0.43,1456.86,home,married,3,own,1,38,1,0,4948.43,1
74211,Applicant_371,2023-01-24,36,17753.87,self-employed,474,0.38,1462.56,personal,single,4,family,16,21,1,1,3059.54,1
74212,Applicant_371,2023-01-26,67,55556.65,unemployed,651,0.49,14007.39,car,single,2,rent,6,3,0,0,7996.87,0
74213,Applicant_371,2023-01-27,65,90362.37,employed,702,0.18,20592.07,education,divorced,3,family,16,34,0,0,11636.23,0
74214,Applicant_371,2023-01-27,39,43086.87,self-employed,613,0.79,2488.58,education,single,3,rent,0,31,1,0,5774.45,0
74215,Applicant_371,2023-01-28,63,70569.38,unemployed,758,0.28,1484.4,car,divorced,3,own,17,4,1,0,9743.52,1
74216,Applicant_371,2023-01-28,59,31288.98,self-employed,612,0.63,5896.75,car,married,0,own,16,3,0,0,5285.84,0
74217,Applicant_371,2023-01-29,57,18933.62,employed,509,0.54,59107.77,personal,single,5,family,4,38,0,0,4189.39,0
74218,Applicant_371,2023-01-30,21,61215.65,employed,587,0.49,563.37,car,single,4,own,0,39,0,0,8758.36,0
74219,Applicant_371,2023-01-30,45,45792.45,unemployed,561,0.44,8150.3,car,divorced,4,family,17,37,1,1,5353.04,0
74220,Applicant_371,2023-02-01,30,21186.97,unemployed,501,0.4,3909.0,personal,single,2,family,16,8,1,1,3397.42,1
74221,Applicant_371,2023-02-02,63,33746.91,unemployed,639,0.67,10436.25,personal,single,2,rent,1,35,0,0,5528.13,0
74222,Applicant_371,2023-02-02,39,24552.14,self-employed,567,0.59,8685.32,education,divorced,1,family,8,18,1,1,4167.36,0
74223,Applicant_371,2023-02-03,62,23360.28,unemployed,486,0.78,1483.52,home,divorced,0,rent,3,0,0,0,3574.22,0
74224,Applicant_371,2023-02-03,31,31019.05,employed,474,0.78,3792.3,car,single,4,family,4,25,0,0,5008.51,0
74225,Applicant_371,2023-02-04,21,45369.51,employed,563,0.56,2167.88,home,divorced,2,rent,8,21,0,0,7461.39,1
74226,Applicant_371,2023-02-05,60,24912.87,unemployed,460,0.55,2471.31,home,single,2,own,3,25,0,0,5001.28,0
74227,Applicant_371,2023-02-05,29,119925.63,unemployed,832,0.29,405.85,car,divorced,3,rent,4,6,0,0,15719.5,1
74228,Applicant_371,2023-02-06,36,34437.08,self-employed,515,0.63,1018.36,education,single,0,own,2,39,0,0,4956.17,0
74229,Applicant_371,2023-02-06,58,20233.19,employed,509,0.59,18439.3,personal,single,4,rent,11,40,0,0,5165.81,0
74230,Applicant_371,2023-02-07,53,13547.64,self-employed,444,0.58,2492.05,home,married,5,rent,12,32,1,0,3639.55,0
74231,Applicant_371,2023-02-08,25,39602.47,self-employed,613,0.75,174888.59,car,single,1,rent,2,31,1,1,6501.28,0
74232,Applicant_371,2023-02-08,53,21198.59,self-employed,592,0.55,40786.7,education,married,4,rent,9,1,0,0,5264.83,0
74233,Applicant_371,2023-02-10,23,47496.08,self-employed,565,0.31,4435.01,home,single,0,family,20,14,0,0,8866.98,1
74234,Applicant_371,2023-02-11,51,38717.28,employed,570,0.7,3867.27,car,married,0,own,6,9,1,1,6188.67,0
74235,Applicant_371,2023-02-11,23,28675.97,self-employed,447,0.63,17396.08,car,single,5,family,19,35,1,1,3763.66,0
74236,Applicant_371,2023-02-12,68,29188.41,unemployed,513,0.62,139.36,home,married,2,family,6,21,0,0,4050.51,0
74237,Applicant_371,2023-02-12,70,44916.08,unemployed,679,0.56,5740.35,education,divorced,0,family,1,17,1,0,7031.08,1
74238,Applicant_371,2023-02-13,36,44309.28,employed,499,0.39,1870.36,personal,married,0,family,2,1,0,0,7691.0,1
74239,Applicant_371,2023-02-13,34,49024.25,employed,645,0.71,18623.39,personal,married,5,family,17,25,0,0,6321.42,0
74240,Applicant_371,2023-02-14,28,17296.6,unemployed,415,0.39,10793.24,car,single,2,family,18,10,0,0,2907.43,0
74241,Applicant_371,2023-02-18,19,33266.84,unemployed,479,0.49,4273.47,home,divorced,5,own,1,21,1,1,4638.6,0
74242,Applicant_371,2023-02-19,65,30505.76,self-employed,572,0.7,5818.26,home,married,4,own,14,14,1,1,5454.08,0
74243,Applicant_371,2023-02-20,22,16813.89,unemployed,379,0.76,34605.19,home,married,1,rent,12,9,1,0,5082.95,1
74244,Applicant_371,2023-02-20,70,31642.96,self-employed,601,0.49,7793.1,personal,divorced,1,family,19,13,0,0,3790.25,1
74245,Applicant_371,2023-02-21,41,14459.9,unemployed,531,0.59,2418.67,personal,married,0,rent,8,26,1,0,3885.71,1
74246,Applicant_371,2023-02-23,41,36782.65,employed,488,0.59,334.06,education,married,1,own,14,26,0,0,6034.6,0
74247,Applicant_371,2023-03-01,58,56251.4,self-employed,643,0.44,22662.85,car,divorced,5,rent,7,15,0,0,7376.47,0
74248,Applicant_371,2023-03-01,66,26338.9,self-employed,601,0.4,1833.59,personal,married,0,own,14,22,0,0,3783.81,1
74249,Applicant_371,2023-03-02,51,37774.27,employed,710,0.78,3692.94,education,single,1,family,2,27,0,0,5915.09,1
74250,Applicant_371,2023-03-02,46,19632.92,self-employed,445,0.41,5480.65,personal,divorced,5,family,17,26,1,0,3337.59,0
74251,Applicant_371,2023-03-03,63,36329.93,self-employed,689,0.32,351.31,home,divorced,0,own,7,39,0,0,5307.51,1
74252,Applicant_371,2023-03-04,39,35563.23,employed,513,0.72,727.06,home,married,5,own,20,32,1,1,4274.74,0
74253,Applicant_371,2023-03-06,50,83229.48,employed,683,0.3,5647.25,personal,married,4,family,11,11,0,0,11235.87,1
74254,Applicant_371,2023-03-07,24,27857.48,unemployed,498,0.62,595.74,education,single,3,own,12,11,0,0,5434.11,1
74255,Applicant_371,2023-03-08,35,42215.31,employed,456,0.36,1425.37,personal,single,1,family,17,15,1,1,6689.31,0
74256,Applicant_371,2023-03-08,42,40498.86,self-employed,481,0.79,620.5,car,single,3,own,12,31,0,0,5065.27,0
74257,Applicant_371,2023-03-10,49,48487.2,employed,609,0.6,465.64,home,divorced,2,rent,20,10,0,0,7754.41,0
74258,Applicant_371,2023-03-11,25,28840.25,self-employed,347,0.66,2731.49,home,divorced,5,rent,9,19,0,0,5521.9,1
74259,Applicant_371,2023-03-12,29,14329.1,self-employed,484,0.53,577.7,car,single,1,family,0,12,1,1,2365.06,0
74260,Applicant_371,2023-03-12,56,26666.87,self-employed,489,0.45,175.25,home,single,2,own,13,36,1,1,4423.99,0
74261,Applicant_371,2023-03-14,32,25864.94,employed,563,0.33,2414.39,personal,single,4,own,16,12,1,1,4531.8,0
74262,Applicant_371,2023-03-15,45,27695.89,unemployed,583,0.42,1280.56,education,married,3,family,7,20,0,0,4525.67,1
74263,Applicant_371,2023-03-15,49,15970.78,unemployed,558,0.39,449.56,education,divorced,1,own,5,23,0,0,3746.72,1
74264,Applicant_371,2023-03-16,34,11427.47,self-employed,427,0.61,75.07,personal,married,0,own,3,22,0,0,3743.5,1
74265,Applicant_371,2023-03-16,67,49150.04,employed,646,0.62,338941.48,education,divorced,2,rent,15,24,0,0,5270.07,1
74266,Applicant_371,2023-03-17,46,22558.28,self-employed,469,0.61,5649.93,education,divorced,2,own,7,10,0,0,3577.17,1
74267,Applicant_371,2023-03-17,53,34961.48,self-employed,562,0.68,3146.23,education,single,3,family,3,31,0,0,4582.35,1
74268,Applicant_371,2023-03-18,33,16717.71,unemployed,449,0.39,2631.47,education,married,3,own,5,7,0,0,4584.74,1
74269,Applicant_371,2023-03-19,38,26943.88,self-employed,430,0.3,14094.78,personal,married,2,own,9,5,1,0,6101.73,0
74270,Applicant_371,2023-03-22,69,35267.32,self-employed,604,0.79,700.73,car,married,5,family,9,37,0,0,5627.34,1
74271,Applicant_371,2023-03-24,47,44135.07,unemployed,658,0.4,7451.92,car,married,2,rent,20,28,0,0,4814.45,1
74272,Applicant_371,2023-03-24,22,28981.4,self-employed,442,0.33,7599.36,home,single,5,own,12,37,1,1,5441.39,0
74273,Applicant_371,2023-03-25,30,50185.0,employed,587,0.29,550.7,personal,single,3,family,14,24,0,0,8939.64,0
74274,Applicant_371,2023-03-25,19,34544.82,unemployed,479,0.55,15058.9,home,divorced,5,family,3,20,1,1,6279.43,0
74275,Applicant_371,2023-03-27,64,45040.61,employed,626,0.4,5660.65,car,single,4,own,3,4,0,0,5861.55,0
74276,Applicant_371,2023-03-27,54,83295.16,employed,801,0.16,9455.04,personal,married,4,rent,6,24,0,0,9504.02,1
74277,Applicant_371,2023-03-28,56,27759.51,unemployed,511,0.77,4385.33,personal,single,3,rent,4,1,0,0,3628.48,1
74278,Applicant_371,2023-03-28,18,52311.99,unemployed,580,0.27,735.17,home,married,4,own,17,31,1,1,6444.82,0
74279,Applicant_371,2023-03-29,42,50899.9,self-employed,586,0.25,252380.37,home,divorced,1,rent,0,36,0,0,5794.62,1
74280,Applicant_371,2023-03-30,29,87396.08,employed,656,0.18,175367.22,education,single,1,own,9,27,1,1,12800.59,0
74281,Applicant_371,2023-03-31,57,27951.41,employed,531,0.46,13093.84,personal,married,5,own,6,18,0,0,5414.97,0
74282,Applicant_371,2023-03-31,27,34455.56,unemployed,469,0.39,3205.84,personal,divorced,0,rent,4,24,0,0,4818.58,0
74283,Applicant_371,2023-04-03,42,36977.96,unemployed,496,0.52,1335.62,home,single,3,own,11,29,0,0,6206.03,0
74284,Applicant_371,2023-04-03,40,33873.54,unemployed,539,0.38,971.14,personal,married,3,rent,7,36,1,1,5653.56,0
74285,Applicant_371,2023-04-04,20,31447.88,self-employed,395,0.49,3810.01,car,married,3,rent,6,33,1,1,5680.51,0
74286,Applicant_371,2023-04-04,46,73595.53,self-employed,613,0.36,9633.38,personal,divorced,3,own,4,9,0,0,10731.07,0
74287,Applicant_371,2023-04-05,39,55343.26,unemployed,577,0.45,1292.95,education,married,0,own,5,26,1,0,7465.34,1
74288,Applicant_371,2023-04-05,53,70430.71,unemployed,740,0.1,7445.39,car,married,0,own,7,22,0,0,6355.03,1
74289,Applicant_371,2023-04-07,48,80005.57,unemployed,738,0.46,19653.07,home,single,3,own,15,5,0,0,10014.88,1
74290,Applicant_371,2023-04-10,53,46725.97,self-employed,594,0.73,762.16,home,married,1,rent,19,1,0,0,7410.5,1
