application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,property_value,down_payment,loan_term_years,interest_rate,marital_status,num_dependents,residence_type,years_at_current_job,has_previous_mortgage,previous_default,bank_account_balance,is_approved
80858,Applicant_406,2023-02-13,27,55135.41,self-employed,627,0.28,183886.99,288781.86,50645.92,25,4.14,divorced,0,family,29,1,0,19524.82,0
80859,Applicant_406,2023-02-15,25,71042.2,employed,712,0.39,342596.95,553347.3,165461.37,30,5.84,married,3,own_other,3,1,1,22843.29,1
80860,Applicant_406,2023-02-15,25,60096.8,retired,686,0.49,325734.56,491708.64,102602.67,25,4.46,divorced,1,family,12,0,0,28354.43,1
80861,Applicant_406,2023-02-16,64,116317.06,employed,783,0.14,375951.17,672684.95,164007.23,30,5.6,single,1,own_other,21,0,0,32188.58,1
80862,Applicant_406,2023-02-16,44,33140.92,employed,615,0.29,226478.21,392689.45,86168.96,20,4.74,married,0,family,17,1,1,14373.98,0
80863,Applicant_406,2023-02-17,58,75872.67,self-employed,764,0.3,123005.79,198254.86,52407.15,20,4.46,divorced,2,family,1,0,0,23884.26,1
80864,Applicant_406,2023-02-17,58,41862.03,self-employed,743,0.2,50230.23,83378.79,20921.97,20,3.79,married,4,family,3,0,0,22485.55,1
80865,Applicant_406,2023-02-18,27,73040.47,employed,643,0.37,235219.61,419364.28,50188.6,20,4.27,single,4,own_other,14,1,0,19483.73,0
80866,Applicant_406,2023-02-18,31,23815.88,self-employed,643,0.22,104348.25,156400.67,23704.98,30,4.77,divorced,2,family,7,1,1,14635.03,1
80867,Applicant_406,2023-02-20,52,66694.11,employed,763,0.21,442770.63,847169.9,128118.73,30,4.35,single,4,own_other,3,0,0,21787.38,1
80868,Applicant_406,2023-02-24,46,50608.56,retired,658,0.22,214406.71,365978.62,77059.31,20,5.36,divorced,3,own_other,9,1,0,19233.26,0
80869,Applicant_406,2023-02-24,28,111301.56,self-employed,657,0.16,132161.93,179761.54,29504.27,25,4.18,divorced,0,family,15,0,0,32365.66,1
80870,Applicant_406,2023-02-25,36,59759.98,self-employed,730,0.49,179665.25,350512.46,73558.75,15,3.85,divorced,3,own_other,16,0,0,24027.72,0
80871,Applicant_406,2023-02-26,37,65637.19,self-employed,638,0.46,249377.63,444919.47,91707.18,30,5.72,divorced,2,rent,24,0,0,24017.35,1
80872,Applicant_406,2023-02-26,46,34643.35,retired,718,0.44,266712.6,388846.61,78236.92,15,4.14,single,4,own_other,12,0,0,11383.28,1
80873,Applicant_406,2023-02-27,59,41197.09,retired,776,0.45,71616.64,140587.62,35114.45,15,4.92,single,0,own_other,21,0,0,20115.09,1
80874,Applicant_406,2023-02-28,54,183310.64,self-employed,850,0.2,275096.87,507797.15,134271.59,25,4.19,single,4,rent,20,1,1,40563.64,0
80875,Applicant_406,2023-03-01,50,88432.76,employed,729,0.1,163692.86,208860.97,54411.93,30,4.81,single,0,own_other,28,0,0,25449.59,1
80876,Applicant_406,2023-03-01,52,63153.33,employed,664,0.36,403424.48,497101.85,55282.5,20,5.75,divorced,4,rent,24,0,0,32683.0,1
80877,Applicant_406,2023-03-04,38,18954.89,retired,681,0.41,76473.0,92128.31,24826.64,20,5.7,married,4,rent,19,0,0,16132.22,1
80878,Applicant_406,2023-03-04,39,66418.11,self-employed,626,0.34,405863.97,783767.52,185787.23,15,5.68,divorced,3,rent,15,0,0,30155.51,1
80879,Applicant_406,2023-03-05,62,60290.99,self-employed,808,0.39,368782.28,701649.77,163657.47,25,5.79,single,3,rent,13,1,1,18298.38,1
80880,Applicant_406,2023-03-05,44,44893.11,self-employed,698,0.23,320315.78,460404.69,77609.6,25,3.75,single,1,rent,25,0,0,21817.67,0
80881,Applicant_406,2023-03-08,50,166087.14,self-employed,796,0.12,83284.1,116992.11,20075.31,15,4.93,single,2,rent,28,1,1,46580.15,0
80882,Applicant_406,2023-03-08,58,68597.21,retired,790,0.48,219996.15,320458.57,71015.39,15,4.91,divorced,0,own_other,28,0,0,21628.08,0
80883,Applicant_406,2023-03-10,48,80994.77,retired,707,0.23,139915.4,256388.54,39677.74,20,3.28,single,0,family,10,0,0,21076.37,1
80884,Applicant_406,2023-03-10,49,67447.98,self-employed,782,0.26,400702.37,543855.52,126587.83,30,4.78,divorced,1,own_other,30,0,0,23898.65,1
80885,Applicant_406,2023-03-11,55,25322.69,retired,742,0.39,115561.68,215982.78,32015.52,15,3.89,divorced,4,family,17,1,1,14772.49,1
80886,Applicant_406,2023-03-11,48,29640.38,retired,720,0.28,154557.53,262061.56,40226.13,20,5.02,single,3,rent,10,0,0,8353.78,1
80887,Applicant_406,2023-03-12,63,136813.17,employed,820,0.2,258438.35,515063.53,149456.05,20,5.16,married,4,family,3,0,0,37974.84,1
80888,Applicant_406,2023-03-12,62,73371.73,employed,832,0.32,445505.09,813645.1,88320.85,15,5.69,married,2,family,9,0,0,27600.09,0
80889,Applicant_406,2023-03-13,25,26901.38,employed,633,0.43,319817.27,562571.17,140451.41,30,5.06,married,4,rent,16,0,0,14711.38,0
80890,Applicant_406,2023-03-14,61,51658.5,employed,724,0.31,399441.15,612160.61,130936.88,15,3.08,married,0,family,23,1,1,24558.97,0
80891,Applicant_406,2023-03-16,30,51923.19,employed,523,0.35,346377.89,501404.28,87302.21,20,4.78,married,2,own_other,21,1,1,23871.07,0
80892,Applicant_406,2023-03-19,39,19672.54,self-employed,695,0.34,65689.43,82697.38,24675.72,20,4.51,married,3,own_other,9,1,0,15047.26,1
80893,Applicant_406,2023-03-19,64,53160.96,self-employed,770,0.49,381918.32,545087.66,149627.18,25,5.12,single,2,own_other,19,0,0,24063.87,1
80894,Applicant_406,2023-03-21,43,194493.07,employed,850,0.13,262724.33,387007.79,79652.1,15,3.83,married,2,rent,14,1,1,60374.24,1
80895,Applicant_406,2023-03-22,61,73768.09,retired,729,0.49,242623.42,374287.74,82800.08,20,4.93,single,1,family,13,0,0,19221.01,1
80896,Applicant_406,2023-03-23,60,35529.21,employed,711,0.24,457914.61,853089.52,230601.1,20,4.11,divorced,4,rent,0,0,0,15260.88,1
80897,Applicant_406,2023-03-24,34,37930.37,self-employed,644,0.37,124931.82,161781.65,39724.18,15,4.73,married,1,family,6,0,0,19792.66,0
80898,Applicant_406,2023-03-24,53,41918.23,employed,700,0.21,396878.65,578108.35,117769.56,15,3.04,single,2,own_other,1,0,0,21967.11,1
80899,Applicant_406,2023-03-25,62,60318.78,self-employed,804,0.24,51565.53,94997.74,23650.71,15,4.57,married,1,family,28,0,0,15070.83,1
80900,Applicant_406,2023-03-26,31,22897.95,employed,627,0.35,289533.16,489239.9,95342.94,15,5.14,married,0,rent,13,1,1,17493.43,0
80901,Applicant_406,2023-03-26,30,43512.47,retired,608,0.44,138822.13,266359.8,26941.34,30,3.33,single,4,family,12,1,1,9922.2,0
80902,Applicant_406,2023-03-27,42,96685.72,employed,592,0.29,291097.27,547792.23,114912.64,15,3.02,married,4,own_other,28,0,0,33469.73,1
80903,Applicant_406,2023-03-27,63,137964.14,employed,778,0.26,226895.19,424927.18,105249.39,25,5.54,married,0,own_other,10,0,0,32073.24,1
80904,Applicant_406,2023-03-28,55,104579.3,self-employed,680,0.21,219692.45,415409.38,99219.18,20,5.8,single,3,own_other,5,0,0,38173.1,1
80905,Applicant_406,2023-03-28,44,29369.95,employed,572,0.5,300496.52,445669.95,103940.26,30,3.52,single,4,rent,5,1,1,16725.72,0
80906,Applicant_406,2023-03-29,40,50598.63,retired,706,0.2,278091.43,444874.72,130873.3,20,3.04,married,2,rent,22,0,0,26967.74,1
80907,Applicant_406,2023-03-29,59,100912.69,self-employed,778,0.13,334038.21,536078.79,99155.79,15,4.88,married,3,family,2,0,0,26570.79,0
80908,Applicant_406,2023-04-02,55,40059.9,employed,701,0.32,299390.28,392268.42,76825.06,20,5.94,single,1,rent,13,1,0,14571.34,1
80909,Applicant_406,2023-04-02,60,35353.33,self-employed,799,0.46,132775.21,259747.39,56190.07,20,5.14,single,0,family,16,0,0,12071.88,1
80910,Applicant_406,2023-04-03,55,34153.49,self-employed,705,0.41,93645.65,134662.84,31647.24,25,4.41,married,2,family,29,0,0,9508.09,1
80911,Applicant_406,2023-04-04,46,83061.79,self-employed,683,0.22,219529.44,418408.86,118238.55,25,4.78,single,2,rent,15,0,0,36639.27,1
80912,Applicant_406,2023-04-04,31,58549.53,self-employed,625,0.25,401045.12,576869.87,168927.45,30,4.2,divorced,2,family,17,1,1,17493.93,0
80913,Applicant_406,2023-04-05,65,62606.14,retired,773,0.31,407096.0,806510.62,83220.99,20,4.33,married,1,rent,13,1,0,21802.72,1
80914,Applicant_406,2023-04-06,52,45274.63,self-employed,655,0.38,372823.19,541996.65,134382.89,25,5.69,divorced,0,rent,16,0,0,11794.83,1
80915,Applicant_406,2023-04-07,56,38842.12,retired,772,0.38,406437.83,536900.1,54352.8,20,3.85,divorced,2,own_other,17,1,1,26611.04,0
80916,Applicant_406,2023-04-08,30,38534.7,retired,568,0.38,175062.33,251527.74,70855.92,15,5.25,married,1,family,20,1,0,25993.96,1
80917,Applicant_406,2023-04-08,61,69074.54,self-employed,783,0.2,350113.03,545910.05,70082.71,20,5.3,divorced,2,own_other,20,0,0,23909.4,1
80918,Applicant_406,2023-04-11,65,125798.53,retired,825,0.19,462083.53,597630.68,87695.18,20,5.02,single,2,family,1,0,0,45350.99,1
80919,Applicant_406,2023-04-12,53,67130.47,retired,755,0.23,481263.18,774945.39,159240.57,30,5.83,single,4,family,27,1,0,24108.04,1
80920,Applicant_406,2023-04-12,43,71054.84,self-employed,681,0.31,65600.24,97470.95,27302.93,20,5.92,divorced,3,own_other,21,1,1,31229.13,1
80921,Applicant_406,2023-04-13,32,44286.91,retired,783,0.32,102401.54,167147.58,19175.99,20,5.96,divorced,4,rent,30,1,1,18765.86,0
80922,Applicant_406,2023-04-13,27,39546.1,employed,567,0.25,105882.16,149638.4,33017.23,25,5.13,divorced,0,family,18,0,0,16147.95,1
80923,Applicant_406,2023-04-14,38,114074.08,retired,780,0.22,232509.05,337528.84,43979.93,15,4.79,married,0,family,6,1,1,34639.54,1
80924,Applicant_406,2023-04-14,36,99010.95,retired,727,0.21,116318.47,153607.38,16854.16,25,5.5,married,3,own_other,7,0,0,32090.62,1
80925,Applicant_406,2023-04-16,25,103995.85,retired,708,0.12,477016.24,895299.41,98927.3,20,4.28,divorced,4,family,21,0,0,33665.89,1
80926,Applicant_406,2023-04-16,61,37474.53,employed,770,0.25,398073.71,616028.26,175102.98,25,3.2,single,4,own_other,3,0,0,12146.51,1
80927,Applicant_406,2023-04-19,63,57011.82,retired,681,0.37,242770.37,394637.11,102635.63,25,5.97,divorced,0,own_other,9,0,0,14472.91,1
80928,Applicant_406,2023-04-20,33,41943.67,employed,648,0.34,295009.7,581240.34,151812.16,15,4.83,divorced,0,rent,6,0,0,14690.1,0
80929,Applicant_406,2023-04-20,54,98741.58,retired,799,0.23,116150.0,225113.13,36294.31,20,3.25,single,4,family,12,0,0,34612.74,0
80930,Applicant_406,2023-04-25,33,59124.93,retired,689,0.44,126212.61,170083.42,26619.44,15,3.22,married,4,rent,4,0,0,21277.81,0
80931,Applicant_406,2023-04-25,39,59585.19,retired,699,0.28,462441.24,637801.33,116024.79,15,3.58,divorced,2,own_other,19,1,1,20159.22,1
80932,Applicant_406,2023-04-26,25,50717.64,employed,637,0.35,185527.76,289048.41,63829.58,15,3.61,single,4,rent,5,1,1,24144.71,0
80933,Applicant_406,2023-04-26,54,34372.95,retired,647,0.26,277227.48,458816.24,47534.85,30,4.5,single,2,rent,23,0,0,17670.78,0
80934,Applicant_406,2023-04-28,36,49544.06,self-employed,643,0.22,96266.34,192489.82,20979.59,15,3.7,married,2,family,17,0,0,25561.37,1
80935,Applicant_406,2023-04-30,29,32365.48,employed,627,0.33,288706.11,387038.17,64575.99,25,4.48,divorced,0,family,11,0,0,16509.67,1
80936,Applicant_406,2023-04-30,39,86438.56,retired,760,0.19,210761.41,348616.61,70166.89,30,4.3,married,1,own_other,17,0,0,23955.58,1
80937,Applicant_406,2023-05-01,27,51665.27,employed,660,0.29,336343.52,615544.77,159062.91,15,5.13,single,0,rent,29,1,1,22290.71,0
80938,Applicant_406,2023-05-01,44,41136.1,retired,727,0.49,494404.25,780001.88,186887.07,20,5.25,divorced,4,rent,28,0,0,19256.94,1
80939,Applicant_406,2023-05-02,36,40116.86,retired,644,0.21,323370.75,626481.31,79616.28,30,4.62,single,1,own_other,9,0,0,18922.52,0
80940,Applicant_406,2023-05-02,61,59783.53,self-employed,760,0.26,482087.93,779723.43,98744.51,20,3.67,married,4,own_other,24,1,0,20024.28,1
80941,Applicant_406,2023-05-03,39,40699.18,retired,601,0.22,416480.9,702112.89,125663.46,30,3.77,single,3,rent,17,0,0,19625.72,0
80942,Applicant_406,2023-05-04,57,113578.25,self-employed,710,0.27,61585.87,84925.15,17208.74,25,3.11,married,2,own_other,24,0,0,31437.06,1
80943,Applicant_406,2023-05-04,46,46716.27,retired,738,0.45,440871.05,772871.57,220458.71,15,3.19,divorced,4,rent,20,1,0,21191.38,1
80944,Applicant_406,2023-05-05,65,52622.97,self-employed,747,0.39,118937.85,234784.12,42173.29,20,3.19,divorced,3,own_other,12,1,0,13327.81,0
80945,Applicant_406,2023-05-06,43,40840.67,self-employed,677,0.48,170788.25,267153.38,40093.81,20,4.19,single,3,rent,14,1,0,15600.58,1
80946,Applicant_406,2023-05-09,39,65240.26,self-employed,665,0.38,352704.63,473111.96,84577.03,20,5.44,married,2,rent,22,0,0,28924.27,0
80947,Applicant_406,2023-05-10,52,30111.24,employed,708,0.42,105023.85,208011.06,34115.62,20,5.91,divorced,4,rent,4,0,0,20015.54,1
80948,Applicant_406,2023-05-10,44,79819.22,retired,730,0.2,208211.4,340027.22,69623.42,20,4.6,single,0,family,24,1,1,27805.36,1
80949,Applicant_406,2023-05-11,38,59645.14,employed,714,0.49,151888.76,233639.25,34663.63,25,3.12,single,1,rent,1,1,1,26626.51,0
80950,Applicant_406,2023-05-11,57,38135.13,employed,670,0.36,157218.07,282179.63,30431.39,15,3.39,divorced,1,family,8,0,0,22897.15,1
80951,Applicant_406,2023-05-12,32,82235.96,employed,710,0.2,141834.76,208750.37,51760.81,15,5.4,single,4,own_other,6,1,0,26523.62,1
80952,Applicant_406,2023-05-12,62,99826.0,retired,757,0.27,442570.87,883428.87,196922.52,25,5.39,divorced,4,rent,7,1,0,32858.47,1
80953,Applicant_406,2023-05-13,55,23910.39,self-employed,702,0.33,318395.28,606184.21,165309.17,25,5.93,single,4,rent,14,0,0,13206.21,1
80954,Applicant_406,2023-05-13,37,94833.56,self-employed,804,0.2,326601.96,472963.89,117642.78,30,4.24,single,2,own_other,30,1,1,28075.41,1
80955,Applicant_406,2023-05-14,25,106530.15,self-employed,684,0.25,409847.56,752319.2,118388.21,30,3.38,divorced,0,family,3,0,0,29318.13,0
80956,Applicant_406,2023-05-20,52,45751.28,retired,724,0.42,285872.52,365648.95,88079.43,20,4.01,single,3,family,22,1,0,16947.99,0
80957,Applicant_406,2023-05-21,29,44680.51,retired,600,0.27,61587.27,77983.95,16353.0,30,5.17,married,3,family,6,0,0,20645.99,1
80958,Applicant_406,2023-05-21,39,74439.04,retired,671,0.36,234387.99,351910.7,45395.24,20,5.65,single,0,own_other,17,0,0,25153.16,1
80959,Applicant_406,2023-05-22,48,53523.83,employed,701,0.41,264770.99,398765.69,59737.3,30,5.68,divorced,2,family,12,0,0,14740.0,1
80960,Applicant_406,2023-05-22,50,64659.46,self-employed,732,0.41,211275.24,265704.77,35369.43,15,4.71,single,0,own_other,11,1,1,27943.1,0
80961,Applicant_406,2023-05-24,39,82500.38,retired,710,0.26,202825.71,334540.77,68416.18,25,4.82,divorced,2,rent,8,0,0,22740.85,1
80962,Applicant_406,2023-05-26,39,36127.31,self-employed,687,0.22,60670.87,87643.66,22110.16,20,4.57,divorced,3,own_other,7,0,0,22709.26,1
80963,Applicant_406,2023-05-26,43,51620.58,employed,552,0.37,296626.15,535740.93,126198.15,20,4.01,single,0,rent,25,0,0,24484.83,0
80964,Applicant_406,2023-05-28,52,62289.75,employed,796,0.41,380830.89,567137.69,73539.31,25,5.73,single,2,rent,28,1,0,20382.34,0
80965,Applicant_406,2023-05-30,34,45149.05,self-employed,662,0.41,439836.35,870255.41,226255.95,25,5.65,divorced,3,own_other,2,1,0,9984.35,1
80966,Applicant_406,2023-05-30,39,38914.31,employed,611,0.4,413362.41,716745.33,154357.19,20,4.91,divorced,3,own_other,1,0,0,20879.0,0
80967,Applicant_406,2023-05-31,63,140955.75,retired,803,0.22,415028.55,506192.66,124033.14,30,5.78,single,0,own_other,9,1,1,37944.05,1
80968,Applicant_406,2023-06-01,36,33475.81,employed,628,0.35,431750.4,796224.51,206505.75,25,4.21,married,0,own_other,9,1,0,15282.2,1
80969,Applicant_406,2023-06-01,46,92655.6,self-employed,784,0.13,273481.37,357271.62,42607.21,25,5.73,divorced,4,own_other,23,1,1,25789.2,0
80970,Applicant_406,2023-06-02,53,68961.92,employed,728,0.48,334463.84,578569.57,61603.53,25,4.73,married,3,family,11,1,1,29797.3,0
80971,Applicant_406,2023-06-07,61,104021.74,retired,785,0.15,477191.8,936143.97,264555.65,15,5.04,married,1,own_other,30,1,0,32664.66,1
80972,Applicant_406,2023-06-07,26,28049.02,retired,510,0.32,91475.24,142455.6,36198.79,25,5.97,divorced,2,own_other,2,1,1,12373.14,1
80973,Applicant_406,2023-06-11,32,103722.49,retired,762,0.13,453249.29,579229.91,84490.46,30,3.54,single,1,own_other,24,1,0,27646.35,0
80974,Applicant_406,2023-06-11,29,17944.18,retired,609,0.33,336753.76,499202.02,72088.64,30,3.05,divorced,3,rent,20,1,0,8990.91,0
80975,Applicant_406,2023-06-12,31,89425.11,employed,719,0.21,155577.08,235209.55,53679.47,25,3.45,married,3,rent,19,1,1,30047.46,0
80976,Applicant_406,2023-06-12,35,58456.16,employed,583,0.26,77516.0,111475.59,28537.79,25,4.7,divorced,3,family,20,0,0,13793.77,1
80977,Applicant_406,2023-06-13,49,60369.37,self-employed,726,0.27,332249.03,620979.77,118209.44,30,3.13,divorced,1,rent,9,0,0,31992.18,1
80978,Applicant_406,2023-06-14,45,100303.94,employed,790,0.14,237402.44,370941.12,100918.67,15,4.82,married,3,own_other,25,0,0,34055.37,1
80979,Applicant_406,2023-06-14,64,60517.3,employed,753,0.46,58757.53,113578.03,30408.73,20,4.6,divorced,1,family,28,0,0,22308.3,1
80980,Applicant_406,2023-06-15,65,40656.4,self-employed,665,0.25,414427.17,654374.12,150301.67,30,3.96,divorced,4,family,18,1,1,25839.18,1
80981,Applicant_406,2023-06-16,34,79687.36,employed,648,0.25,304350.05,549059.48,144846.66,30,5.01,single,3,rent,8,1,0,33977.72,1
80982,Applicant_406,2023-06-17,30,56669.23,employed,686,0.48,307311.29,605639.05,75477.05,30,5.36,single,3,family,29,0,0,19148.45,0
80983,Applicant_406,2023-06-17,49,53598.37,self-employed,727,0.45,275197.66,347532.7,75243.14,30,5.77,divorced,1,rent,18,0,0,14524.71,1
80984,Applicant_406,2023-06-18,64,46132.41,retired,716,0.33,77969.52,93607.71,9768.47,15,3.36,single,4,rent,4,1,1,18908.12,1
80985,Applicant_406,2023-06-19,39,39000.84,self-employed,725,0.45,360877.89,596310.21,83192.19,15,3.19,married,4,own_other,28,1,1,19383.07,0
80986,Applicant_406,2023-06-19,38,75775.56,self-employed,707,0.39,375841.57,741396.73,102891.01,20,5.99,married,1,rent,23,1,1,29331.39,0
80987,Applicant_406,2023-06-20,64,74497.26,self-employed,783,0.44,268081.78,471036.83,53575.56,20,4.38,married,1,family,7,1,0,23155.35,1
80988,Applicant_406,2023-06-22,62,73917.96,employed,760,0.21,407062.6,681150.5,116048.52,25,3.1,single,4,rent,23,0,0,18082.05,1
80989,Applicant_406,2023-06-22,46,72411.19,retired,697,0.36,260452.92,336123.8,40857.3,30,5.38,single,1,family,10,0,0,18985.89,0
80990,Applicant_406,2023-06-23,62,39182.15,retired,735,0.48,236271.24,335190.95,97840.66,25,4.07,divorced,1,family,3,1,1,15215.73,0
80991,Applicant_406,2023-06-24,33,44461.83,employed,512,0.3,198420.45,297781.16,60774.35,30,3.91,divorced,3,family,30,1,1,23720.57,1
80992,Applicant_406,2023-06-26,31,91416.71,retired,700,0.11,198157.71,344226.06,88875.09,15,4.93,single,0,family,8,0,0,31258.98,1
80993,Applicant_406,2023-06-27,65,36215.22,employed,801,0.45,352366.42,615164.22,130057.82,20,4.73,divorced,1,own_other,5,0,0,13460.21,0
80994,Applicant_406,2023-06-27,34,72692.04,employed,655,0.33,351396.06,572826.72,150144.33,30,5.75,divorced,4,own_other,26,0,0,20677.72,0
80995,Applicant_406,2023-06-29,55,52704.59,retired,726,0.24,356743.71,563770.3,107128.99,25,4.49,married,1,own_other,2,1,0,23484.61,1
80996,Applicant_406,2023-07-02,39,98621.71,employed,850,0.16,175571.42,260406.9,44261.39,15,3.8,single,2,family,26,1,1,32857.83,1
80997,Applicant_406,2023-07-03,54,132461.46,retired,850,0.2,495226.8,628487.63,111709.91,20,3.69,divorced,2,own_other,4,1,0,39966.05,1
80998,Applicant_406,2023-07-05,28,87231.33,self-employed,685,0.14,244890.23,303191.49,89854.39,30,5.71,single,2,family,23,0,0,34286.3,1
80999,Applicant_406,2023-07-05,27,42553.68,self-employed,595,0.38,475113.7,612657.16,66858.79,15,4.39,married,1,rent,27,1,0,22652.92,0
81000,Applicant_406,2023-07-06,38,100936.98,retired,744,0.25,55992.16,92496.03,17142.69,30,3.04,divorced,0,family,24,0,0,28437.7,1
81001,Applicant_406,2023-07-07,60,97004.45,self-employed,846,0.15,273066.45,545824.01,65937.57,15,5.07,divorced,3,own_other,18,1,0,23708.72,1
81002,Applicant_406,2023-07-08,36,42168.23,employed,627,0.47,210278.89,334229.09,97703.0,30,3.8,divorced,1,family,11,0,0,14460.78,0
81003,Applicant_406,2023-07-10,33,136361.83,employed,805,0.16,105947.32,158545.85,33299.75,25,4.05,divorced,1,rent,0,1,1,45701.32,1
81004,Applicant_406,2023-07-10,45,107824.55,employed,800,0.21,445874.19,576876.27,78276.63,25,3.27,divorced,4,rent,27,0,0,37686.25,1
81005,Applicant_406,2023-07-11,34,41070.94,self-employed,688,0.49,396256.07,593632.84,71077.18,20,4.1,married,3,family,7,1,1,20983.99,0
81006,Applicant_406,2023-07-11,52,63318.93,employed,774,0.43,219468.07,280901.47,57746.77,20,5.08,divorced,2,rent,10,1,1,24358.16,1
81007,Applicant_406,2023-07-12,54,24068.54,self-employed,744,0.33,178606.36,236519.33,25698.65,20,4.92,married,3,own_other,24,0,0,14748.26,1
81008,Applicant_406,2023-07-13,28,17595.89,self-employed,567,0.3,152607.53,245416.59,56242.09,15,3.39,single,2,family,21,0,0,15387.93,1
81009,Applicant_406,2023-07-14,43,28471.96,self-employed,687,0.44,157049.93,208208.7,34701.36,15,4.11,single,3,rent,23,0,0,13310.82,1
81010,Applicant_406,2023-07-14,63,66168.85,retired,736,0.44,318788.94,556996.94,102417.92,30,5.54,married,3,family,13,0,0,20153.46,1
81011,Applicant_406,2023-07-15,51,46139.82,retired,728,0.22,95827.33,175520.15,25449.13,25,5.84,single,0,family,27,1,1,14763.41,1
81012,Applicant_406,2023-07-16,64,70000.54,self-employed,734,0.32,99945.18,138503.2,25045.83,25,5.42,divorced,3,rent,14,0,0,14474.91,0
81013,Applicant_406,2023-07-16,38,50049.16,self-employed,707,0.39,85076.3,153991.69,33585.36,25,4.61,divorced,4,own_other,18,1,1,11740.42,0
81014,Applicant_406,2023-07-17,34,123897.45,self-employed,727,0.16,236778.4,343533.45,60576.62,20,5.38,divorced,0,own_other,18,1,1,38881.96,1
81015,Applicant_406,2023-07-19,56,101019.45,employed,754,0.23,424752.5,662658.48,165203.01,20,3.07,divorced,1,family,18,0,0,32317.45,1
81016,Applicant_406,2023-07-19,38,74852.26,employed,666,0.26,63248.77,101660.28,23756.92,25,5.17,divorced,2,own_other,24,0,0,25298.57,1
81017,Applicant_407,2023-01-02,28,47255.92,self-employed,601,0.41,120462.63,219600.97,51905.28,25,3.09,single,1,rent,7,1,0,21784.91,1
81018,Applicant_407,2023-01-03,65,74699.52,self-employed,804,0.46,343299.11,486453.69,123130.87,20,3.48,divorced,0,rent,17,0,0,24122.56,1
81019,Applicant_407,2023-01-04,32,57032.19,self-employed,759,0.22,395728.4,644814.17,145286.52,30,5.7,single,0,family,21,1,1,24905.99,0
81020,Applicant_407,2023-01-04,63,76093.47,retired,788,0.22,459767.08,840694.07,187144.04,20,5.83,single,0,rent,19,1,0,24301.18,1
81021,Applicant_407,2023-01-07,50,31699.31,employed,641,0.43,53432.03,85874.02,23465.38,15,4.61,single,1,rent,13,1,1,15601.65,1
81022,Applicant_407,2023-01-07,59,69141.48,self-employed,759,0.47,417825.38,664203.49,123300.4,25,3.17,divorced,3,own_other,14,0,0,23677.3,1
81023,Applicant_407,2023-01-08,29,80336.75,employed,557,0.2,299238.66,585650.11,123645.62,15,4.88,married,2,family,13,0,0,24834.2,1
81024,Applicant_407,2023-01-08,33,96533.09,retired,762,0.1,473594.06,706413.69,206183.31,20,5.39,divorced,0,rent,8,1,1,24767.6,0
81025,Applicant_407,2023-01-09,33,92639.13,retired,655,0.23,277858.89,553622.49,73268.04,25,3.32,single,3,family,18,1,0,39308.76,1
81026,Applicant_407,2023-01-09,59,82266.84,retired,772,0.14,387721.52,742739.97,192329.39,20,3.97,married,1,family,3,1,0,22491.9,1
81027,Applicant_407,2023-01-10,25,23519.28,retired,600,0.45,487276.05,648382.95,168584.26,30,5.99,divorced,4,family,11,1,1,10518.39,0
81028,Applicant_407,2023-01-10,29,30990.32,self-employed,637,0.42,311886.85,396713.55,62851.47,30,3.76,married,2,rent,17,1,0,15862.2,0
81029,Applicant_407,2023-01-12,63,56403.5,retired,800,0.29,278578.94,474999.12,119601.36,15,4.43,married,1,family,15,0,0,23616.04,1
81030,Applicant_407,2023-01-13,34,56251.79,self-employed,662,0.42,441817.93,762969.87,118099.94,30,4.22,married,0,own_other,13,0,0,25588.57,1
81031,Applicant_407,2023-01-13,64,83216.44,retired,806,0.14,387200.93,725162.37,110600.04,15,3.55,married,0,own_other,20,1,0,32434.77,1
81032,Applicant_407,2023-01-15,64,51734.29,employed,716,0.31,398911.96,742855.07,189398.99,30,4.49,single,2,own_other,6,1,0,21164.96,1
81033,Applicant_407,2023-01-15,32,56515.02,self-employed,681,0.32,314068.9,520113.48,57530.39,30,5.21,single,0,own_other,10,0,0,20077.06,1
81034,Applicant_407,2023-01-16,33,37413.48,self-employed,628,0.28,135321.45,174182.04,24863.43,15,5.09,single,3,own_other,5,0,0,15274.51,0
81035,Applicant_407,2023-01-16,39,207028.26,self-employed,850,0.27,138223.61,225974.42,67753.01,15,3.39,married,3,family,10,0,0,51333.58,1
81036,Applicant_407,2023-01-17,61,52708.23,self-employed,802,0.28,119556.09,171227.68,24890.71,20,3.71,divorced,0,family,1,1,0,20818.42,1
81037,Applicant_407,2023-01-17,28,101636.65,employed,656,0.21,375555.24,600811.91,139008.57,30,3.22,married,3,family,20,0,0,33235.28,1
81038,Applicant_407,2023-01-19,35,58826.11,self-employed,542,0.2,55312.08,97383.53,11112.8,25,4.08,married,1,family,14,1,0,23308.4,0
81039,Applicant_407,2023-01-19,50,57280.5,retired,727,0.36,456977.62,615153.81,107352.67,25,3.29,single,3,own_other,15,1,1,30610.21,0
81040,Applicant_407,2023-01-20,29,79046.64,employed,648,0.29,293700.36,378350.06,71649.01,30,4.18,single,1,family,11,0,0,30781.09,0
