client_id,age,income,credit_score,debt_to_income_ratio,num_bank_products,tenure_years,digital_usage_score,satisfaction_score,previous_insurance,family_size,employment_stability,region,marketing_exposure,complaints,life_events,buy_insurance
9058,36,86114,651,0.51,2,14,7,1,0,4,Unstable,Suburban,0,2,None,0
9059,63,25142,476,0.48,4,15,2,5,0,1,Stable,Suburban,4,0,Marriage,1
9060,27,31884,704,0.19,1,18,3,1,1,5,Unstable,Rural,2,0,Home Purchase,0
9061,25,68139,816,0.27,3,12,9,8,1,1,Unstable,Urban,1,2,Home Purchase,1
9062,51,20000,700,0.29,1,13,8,9,0,2,Stable,Suburban,4,2,Child Birth,0
9063,48,44821,757,0.35,2,4,2,2,0,3,Unstable,Suburban,4,1,Child Birth,0
9064,68,84461,755,0.12,1,10,5,4,0,5,Stable,Suburban,2,2,Home Purchase,1
9065,43,57281,668,0.4,3,9,2,6,0,1,Unstable,Suburban,1,2,None,0
9066,32,25639,456,0.28,1,12,1,7,1,1,Unstable,Rural,0,0,Marriage,1
9067,68,64727,834,0.38,1,4,9,5,1,1,Unstable,Suburban,1,1,Marriage,0
9068,26,49877,743,0.1,1,6,7,1,1,5,Stable,Rural,2,2,Home Purchase,1
9069,54,42442,574,0.26,4,14,4,7,0,1,Unstable,Suburban,0,2,Child Birth,0
9070,54,148911,737,0.48,4,4,3,7,0,3,Unstable,Urban,4,1,Home Purchase,0
9071,63,74370,720,0.35,2,10,3,5,1,4,Stable,Rural,3,2,Marriage,0
9072,69,52913,831,0.49,1,5,7,2,0,1,Unstable,Urban,4,2,Marriage,0
9073,56,82457,747,0.45,4,7,9,2,0,3,Stable,Urban,1,0,Marriage,0
9074,25,52725,747,0.53,3,7,7,9,0,5,Stable,Urban,1,0,Marriage,0
9075,62,47046,719,0.1,3,10,2,9,0,4,Stable,Rural,4,2,Home Purchase,1
9076,37,67486,623,0.23,1,13,6,4,0,5,Stable,Suburban,3,1,None,0
9077,35,72717,767,0.37,2,15,8,4,0,4,Stable,Urban,1,0,Child Birth,0
9078,34,83143,697,0.57,4,5,7,7,0,3,Unstable,Suburban,4,1,None,0
9079,50,95591,604,0.44,4,16,2,5,1,3,Unstable,Suburban,1,1,Marriage,0
9080,44,89687,634,0.33,4,6,7,1,0,4,Unstable,Suburban,4,2,Child Birth,0
9081,41,81414,586,0.17,2,4,9,5,1,3,Unstable,Suburban,1,1,Marriage,1
9082,41,83981,805,0.35,5,6,3,4,1,2,Unstable,Rural,3,2,Marriage,0
9083,28,89617,850,0.32,4,16,3,3,0,4,Unstable,Suburban,1,0,None,1
9084,29,77745,815,0.49,1,19,5,1,0,1,Stable,Suburban,2,1,None,1
9085,47,20364,737,0.31,4,6,9,9,1,1,Stable,Rural,3,2,Home Purchase,1
9086,34,72441,693,0.26,4,11,1,4,1,1,Stable,Rural,1,0,None,0
9087,52,94424,670,0.14,5,14,7,3,0,1,Unstable,Suburban,1,0,Marriage,0
9088,57,39929,601,0.12,1,15,7,8,1,1,Unstable,Rural,2,1,None,0
9089,67,50198,850,0.32,1,1,4,7,0,2,Stable,Suburban,3,0,None,0
9090,50,58497,596,0.27,1,4,6,6,0,1,Unstable,Suburban,2,2,Home Purchase,0
9091,53,64752,615,0.38,4,7,1,6,1,3,Unstable,Urban,4,2,Home Purchase,0
9092,51,46122,680,0.46,4,10,4,2,0,5,Unstable,Urban,2,0,Home Purchase,0
9093,42,61431,688,0.12,3,1,3,9,0,3,Unstable,Urban,4,1,Marriage,0
9094,64,72831,760,0.35,5,14,5,1,0,3,Unstable,Suburban,3,0,Marriage,1
9095,34,20000,632,0.53,1,6,8,4,0,2,Stable,Rural,0,1,Home Purchase,0
9096,66,61869,501,0.33,1,14,5,4,0,2,Unstable,Suburban,4,1,Home Purchase,0
9097,29,50435,676,0.36,3,19,1,9,0,3,Stable,Urban,1,1,None,0
9098,34,20000,683,0.34,4,6,2,3,0,3,Unstable,Suburban,1,1,Marriage,0
9099,45,74104,675,0.29,3,6,2,9,0,1,Unstable,Rural,2,2,Child Birth,0
9100,48,67782,674,0.16,3,11,9,2,0,5,Stable,Rural,2,1,None,0
9101,62,64123,664,0.16,4,11,7,1,0,2,Stable,Suburban,1,1,Child Birth,0
9102,27,75262,567,0.19,2,17,4,7,0,5,Stable,Rural,0,0,Child Birth,0
9103,64,68031,846,0.5,5,9,9,2,0,5,Stable,Rural,3,1,None,1
9104,55,41552,840,0.24,2,14,9,1,0,2,Stable,Urban,2,0,Marriage,0
9105,65,78074,839,0.57,2,6,7,9,0,5,Unstable,Urban,3,1,None,0
9106,61,82355,581,0.51,5,4,9,8,0,1,Stable,Suburban,4,0,Child Birth,1
9107,26,32854,740,0.44,2,7,9,3,0,2,Stable,Suburban,0,0,Child Birth,0
9108,26,82012,657,0.46,4,10,7,2,0,3,Unstable,Rural,2,1,Child Birth,1
9109,63,52911,652,0.12,2,7,5,1,0,4,Stable,Rural,1,1,Child Birth,0
9110,66,75320,607,0.38,2,5,9,4,0,1,Stable,Rural,0,1,Marriage,0
9111,68,63798,850,0.57,2,4,3,6,0,2,Stable,Suburban,3,1,Marriage,0
9112,58,55699,675,0.12,4,15,4,2,0,5,Stable,Urban,4,2,None,0
9113,66,73480,607,0.25,3,4,6,6,0,3,Unstable,Rural,1,1,None,0
9114,44,51671,713,0.13,1,15,7,5,1,4,Stable,Suburban,1,1,Home Purchase,0
9115,57,87007,776,0.38,5,7,8,1,0,2,Stable,Suburban,4,1,None,0
9116,28,91118,685,0.16,5,6,4,7,0,1,Unstable,Suburban,3,1,Child Birth,1
9117,69,46323,724,0.34,4,4,9,7,0,1,Unstable,Suburban,2,2,Home Purchase,1
9118,68,55819,800,0.46,1,19,3,5,1,3,Unstable,Suburban,0,2,Child Birth,0
9119,35,50646,604,0.18,2,2,3,4,0,1,Unstable,Urban,3,2,Home Purchase,0
9120,66,69381,717,0.48,5,15,5,2,1,2,Unstable,Rural,2,1,Marriage,0
9121,29,92751,636,0.13,2,2,2,7,0,3,Stable,Rural,4,0,Home Purchase,1
9122,49,20000,622,0.17,4,13,1,8,1,4,Unstable,Rural,3,0,None,1
9123,61,24542,850,0.24,4,14,9,9,0,2,Unstable,Suburban,0,1,Marriage,0
9124,58,57911,691,0.5,4,9,8,6,0,1,Stable,Urban,1,2,None,0
9125,33,64648,593,0.53,3,16,3,2,0,4,Unstable,Suburban,0,1,Child Birth,0
9126,30,36467,688,0.21,4,9,5,1,1,4,Unstable,Suburban,3,0,Child Birth,1
9127,42,64518,579,0.15,2,17,8,2,0,3,Unstable,Urban,3,0,Marriage,0
9128,38,41476,678,0.52,3,3,2,3,0,1,Unstable,Urban,2,1,Home Purchase,0
9129,43,48830,632,0.42,2,5,7,1,0,5,Stable,Urban,0,0,None,0
9130,38,91740,751,0.18,4,12,9,5,0,4,Unstable,Rural,3,2,Marriage,1
9131,64,51421,850,0.38,3,5,4,7,1,4,Stable,Rural,0,1,None,0
9132,41,50981,682,0.54,1,14,2,9,0,2,Unstable,Urban,3,0,None,0
9133,59,63294,635,0.13,4,17,9,6,0,3,Stable,Suburban,2,1,Child Birth,0
9134,53,87307,709,0.14,3,5,1,8,0,5,Unstable,Rural,1,1,None,0
9135,66,58924,849,0.24,3,13,6,2,0,1,Stable,Urban,3,2,None,0
9136,41,46043,751,0.43,3,15,8,5,1,1,Stable,Urban,2,0,Home Purchase,1
9137,67,74478,685,0.19,5,17,2,9,0,2,Stable,Rural,3,0,Child Birth,1
9138,32,80318,493,0.51,3,10,7,7,0,5,Unstable,Urban,0,2,None,1
9139,25,88616,694,0.48,1,16,7,7,0,1,Stable,Urban,1,1,Home Purchase,0
9140,69,59108,777,0.38,4,16,3,3,0,4,Unstable,Suburban,1,2,Home Purchase,1
9141,60,71879,795,0.16,4,17,4,3,0,4,Stable,Rural,4,2,Marriage,0
9142,31,79759,831,0.59,4,7,8,2,0,2,Unstable,Urban,4,0,Home Purchase,0
9143,29,64546,632,0.35,3,11,6,9,1,1,Unstable,Suburban,4,1,Child Birth,0
9144,48,92986,659,0.33,4,14,2,4,1,2,Stable,Suburban,0,1,Child Birth,0
9145,52,76284,687,0.6,1,12,6,9,0,2,Stable,Rural,0,2,None,0
9146,67,107071,770,0.53,5,9,7,4,0,3,Stable,Rural,0,0,Home Purchase,0
9147,41,82942,673,0.33,1,7,8,8,1,1,Unstable,Rural,4,2,None,0
9148,61,20000,752,0.31,5,14,8,1,0,1,Stable,Suburban,3,0,Child Birth,1
9149,44,50040,661,0.15,4,16,8,1,0,2,Stable,Suburban,3,2,None,0
9150,27,20000,629,0.56,2,10,8,6,0,2,Unstable,Rural,1,2,Marriage,0
9151,61,44029,810,0.52,5,5,6,6,0,4,Unstable,Rural,0,2,None,1
9152,50,50715,731,0.26,1,19,1,7,0,3,Stable,Urban,0,2,Home Purchase,0
9153,39,81718,774,0.48,1,7,4,7,0,2,Stable,Rural,3,2,Marriage,1
9154,32,49008,679,0.48,2,8,2,3,0,1,Stable,Rural,2,1,Home Purchase,0
9155,37,94855,780,0.21,5,10,7,9,0,3,Unstable,Rural,4,0,Home Purchase,0
9156,27,43286,593,0.41,5,3,1,9,0,1,Stable,Suburban,2,1,Home Purchase,1
9157,25,52788,609,0.23,1,14,5,3,0,3,Stable,Rural,1,2,Child Birth,0
9158,33,29007,794,0.49,5,3,8,7,0,4,Stable,Rural,3,2,None,1
9159,55,96113,692,0.18,2,15,4,4,0,5,Unstable,Rural,3,1,Home Purchase,1
9160,65,99458,675,0.43,5,10,7,6,0,5,Stable,Rural,1,0,None,0
9161,50,56696,608,0.26,5,7,5,6,0,2,Unstable,Urban,1,1,Child Birth,0
9162,41,22983,780,0.12,2,19,1,5,0,5,Stable,Suburban,0,2,Home Purchase,0
9163,58,54795,850,0.16,4,10,2,6,0,1,Unstable,Urban,2,2,Child Birth,1
9164,33,65803,760,0.43,5,14,5,7,0,1,Stable,Rural,1,0,Child Birth,0
9165,37,44128,655,0.22,1,8,7,2,0,3,Stable,Urban,0,2,None,0
9166,29,118771,838,0.42,3,1,7,7,0,4,Stable,Rural,1,0,Marriage,0
9167,65,105633,735,0.31,1,6,9,7,1,2,Unstable,Urban,3,0,Home Purchase,0
9168,37,20000,656,0.45,1,15,3,7,0,2,Stable,Urban,2,2,Child Birth,0
9169,25,31154,827,0.35,4,5,4,5,0,1,Unstable,Rural,0,0,Child Birth,1
9170,49,71468,681,0.25,4,14,3,3,0,1,Stable,Suburban,3,2,Marriage,1
9171,28,33203,555,0.17,1,9,8,5,1,5,Stable,Suburban,2,1,Home Purchase,0
9172,60,64572,668,0.27,5,6,9,1,1,2,Unstable,Rural,2,2,Child Birth,1
9173,34,60267,753,0.42,1,1,8,5,0,3,Stable,Suburban,4,0,Home Purchase,0
9174,52,59010,628,0.47,5,19,2,3,1,4,Stable,Rural,0,2,Marriage,0
9175,30,85469,512,0.18,2,15,1,7,0,2,Unstable,Urban,1,0,Home Purchase,0
9176,51,105185,846,0.43,2,2,5,4,0,3,Unstable,Urban,0,2,None,1
9177,36,69901,850,0.19,4,19,2,6,1,1,Stable,Urban,2,2,Home Purchase,1
9178,27,29698,652,0.21,3,17,3,6,1,3,Unstable,Rural,1,0,None,0
9179,57,63597,637,0.37,3,11,9,4,0,3,Unstable,Urban,3,2,Marriage,0
9180,34,45396,565,0.24,4,18,3,1,1,2,Unstable,Rural,2,0,Child Birth,0
9181,55,109806,617,0.43,2,14,1,3,0,3,Stable,Suburban,3,1,Marriage,1
9182,39,77329,547,0.58,4,19,9,3,1,2,Unstable,Rural,4,1,Home Purchase,0
9183,31,70062,569,0.17,2,9,2,6,1,5,Unstable,Suburban,0,2,Home Purchase,0
9184,60,76240,700,0.39,5,11,6,8,1,5,Unstable,Rural,1,0,Child Birth,1
9185,38,59040,542,0.56,2,11,7,2,0,3,Stable,Rural,2,2,Child Birth,0
9186,38,91301,553,0.19,2,4,9,6,1,3,Unstable,Suburban,4,0,Home Purchase,1
9187,27,45727,720,0.28,2,18,8,7,1,4,Unstable,Rural,2,1,Home Purchase,1
9188,27,84000,638,0.16,3,12,6,3,0,1,Unstable,Urban,0,0,Child Birth,1
9189,46,99800,735,0.42,2,9,4,1,0,5,Stable,Suburban,2,2,None,0
9190,43,39651,665,0.43,1,5,4,2,0,3,Unstable,Suburban,0,2,Child Birth,0
9191,59,68441,681,0.43,5,1,4,5,0,3,Unstable,Urban,1,2,Home Purchase,1
9192,36,70413,778,0.37,3,9,2,1,0,3,Stable,Suburban,4,0,Marriage,0
9193,29,33137,645,0.47,1,7,7,4,0,3,Stable,Rural,4,2,Home Purchase,0
9194,34,25775,770,0.12,3,1,1,6,0,3,Stable,Urban,1,0,Child Birth,0
9195,65,37100,658,0.58,3,17,5,1,0,4,Stable,Rural,1,2,None,0
9196,57,58698,617,0.21,1,3,4,6,0,1,Stable,Suburban,4,2,Marriage,0
9197,37,70471,592,0.16,4,1,2,8,0,4,Stable,Urban,0,1,None,1
9198,59,50759,534,0.57,4,13,9,1,0,2,Stable,Suburban,3,2,Marriage,0
9199,56,108266,575,0.52,2,12,1,8,0,4,Unstable,Rural,4,0,Child Birth,0
9200,35,85654,522,0.48,1,17,4,8,0,1,Unstable,Urban,2,0,Home Purchase,1
9201,62,71316,600,0.15,2,8,6,2,0,1,Unstable,Urban,1,1,Home Purchase,0
9202,48,49238,782,0.5,4,15,4,3,0,2,Unstable,Rural,2,0,Marriage,0
9203,59,61745,699,0.4,1,17,4,6,1,2,Stable,Rural,1,1,Child Birth,0
9204,43,87538,661,0.47,1,2,2,8,0,1,Unstable,Suburban,2,1,Home Purchase,0
9205,30,83000,630,0.59,1,10,9,5,0,5,Stable,Urban,1,0,Marriage,0
9206,64,82729,691,0.2,2,1,9,9,1,1,Unstable,Suburban,2,1,Marriage,1
9207,69,52408,703,0.35,3,13,1,4,0,2,Stable,Suburban,2,1,Child Birth,0
9208,68,46927,588,0.48,3,12,1,4,0,5,Unstable,Suburban,2,1,Home Purchase,0
9209,66,24315,746,0.32,3,15,8,8,0,2,Stable,Suburban,4,1,Child Birth,0
9210,59,73213,667,0.13,1,10,9,5,0,4,Stable,Urban,0,0,None,1
9211,28,22036,729,0.16,4,2,3,8,0,1,Stable,Suburban,3,2,Marriage,0
9212,57,59612,696,0.4,2,15,3,1,0,4,Unstable,Rural,2,1,None,1
9213,37,49493,558,0.24,2,10,2,5,0,3,Stable,Suburban,2,0,Child Birth,1
9214,60,65561,830,0.17,4,2,9,8,0,4,Stable,Urban,2,2,Marriage,1
9215,67,89138,698,0.27,3,13,2,8,1,3,Unstable,Urban,0,2,Marriage,1
9216,43,93841,663,0.2,5,10,7,7,1,1,Stable,Urban,2,2,Child Birth,0
9217,67,77559,758,0.11,4,17,2,3,0,2,Unstable,Rural,4,2,None,0
9218,36,40893,584,0.18,3,16,6,7,1,5,Stable,Urban,4,0,Home Purchase,0
9219,35,59441,542,0.54,1,15,3,3,0,5,Stable,Suburban,2,2,None,0
9220,30,38155,755,0.11,4,12,1,6,0,3,Unstable,Urban,0,0,Child Birth,0
9221,36,43644,814,0.49,3,9,6,9,1,2,Stable,Urban,0,1,Child Birth,0
9222,51,72060,728,0.48,2,12,2,8,1,3,Unstable,Rural,4,0,Home Purchase,1
9223,65,35644,780,0.38,5,12,7,4,1,5,Stable,Suburban,1,1,None,0
9224,49,48639,573,0.2,5,19,9,5,1,5,Unstable,Rural,2,1,None,1
9225,66,33255,664,0.54,5,17,1,4,0,1,Unstable,Urban,1,1,None,0
9226,27,76457,634,0.34,3,16,4,6,0,3,Unstable,Rural,0,2,None,0
9227,27,50986,802,0.19,3,10,5,8,0,3,Stable,Suburban,0,0,Child Birth,1
9228,44,20000,749,0.31,1,10,9,6,1,5,Stable,Suburban,1,1,Child Birth,0
9229,52,100841,803,0.2,5,2,3,5,0,5,Stable,Suburban,1,2,None,0
9230,47,85334,638,0.29,2,1,6,9,0,1,Unstable,Suburban,3,1,Marriage,0
9231,27,20000,586,0.35,5,16,5,7,0,2,Stable,Suburban,0,2,Home Purchase,0
9232,66,78370,832,0.28,4,10,5,3,1,2,Unstable,Rural,2,2,None,0
9233,48,98067,702,0.43,4,15,2,2,0,2,Stable,Suburban,4,1,Marriage,1
9234,67,55338,806,0.57,2,15,5,5,0,4,Unstable,Rural,1,0,None,0
9235,64,63725,693,0.27,3,6,3,5,1,2,Stable,Urban,0,2,Child Birth,0
9236,30,52032,850,0.28,5,17,2,6,0,1,Stable,Suburban,3,2,Child Birth,0
9237,44,72993,817,0.47,4,13,6,1,1,3,Unstable,Rural,2,2,None,0
9238,35,85829,683,0.37,2,1,1,5,0,3,Stable,Urban,1,1,Child Birth,0
9239,56,30222,702,0.31,1,18,6,7,1,2,Stable,Suburban,0,2,Marriage,0
9240,51,42345,702,0.51,4,2,8,9,1,4,Stable,Suburban,4,2,Marriage,1
9241,45,62541,586,0.55,4,3,3,3,1,3,Unstable,Urban,0,0,None,1
9242,68,67755,651,0.4,5,11,7,7,0,4,Stable,Suburban,4,0,None,1
9243,37,70186,644,0.19,3,1,3,7,0,2,Unstable,Urban,4,1,Home Purchase,0
9244,46,55186,723,0.33,4,6,6,7,1,4,Stable,Urban,3,2,Child Birth,0
9245,59,37948,618,0.35,4,16,7,4,1,5,Unstable,Suburban,0,0,Home Purchase,0
9246,46,84631,684,0.32,5,15,3,3,0,5,Stable,Urban,0,0,Child Birth,1
9247,52,29458,663,0.23,3,9,5,1,0,5,Unstable,Urban,3,2,None,0
9248,45,47693,707,0.34,1,12,3,6,1,1,Stable,Suburban,1,0,Home Purchase,0
9249,42,60445,846,0.32,1,10,4,4,0,1,Stable,Rural,3,0,None,0
9250,55,72128,809,0.2,1,7,5,8,1,2,Stable,Rural,2,1,Child Birth,0
9251,61,52703,568,0.55,1,10,7,6,0,4,Unstable,Urban,2,1,None,0
9252,45,78826,694,0.54,3,7,4,6,0,4,Stable,Urban,3,0,Home Purchase,0
9253,38,91269,669,0.48,1,6,4,8,1,5,Unstable,Urban,3,1,Marriage,0
9254,49,44429,635,0.3,5,13,2,5,0,5,Stable,Rural,4,2,None,0
9255,51,69789,850,0.29,5,11,5,8,0,5,Unstable,Suburban,1,1,None,0
9256,64,66154,647,0.46,5,8,3,1,1,4,Stable,Suburban,1,2,Home Purchase,0
9257,47,51474,654,0.4,1,5,4,2,0,4,Stable,Rural,2,1,Child Birth,0
9258,55,20000,850,0.4,5,3,8,8,0,5,Stable,Rural,3,1,Child Birth,1
9259,53,68854,796,0.16,5,4,4,1,0,4,Stable,Suburban,2,2,Child Birth,0
9260,54,71601,655,0.41,2,4,6,5,0,1,Unstable,Urban,3,2,None,0
9261,50,87182,776,0.55,1,9,3,5,1,2,Unstable,Suburban,0,0,Marriage,0
9262,44,51624,676,0.14,5,1,1,2,0,5,Unstable,Suburban,4,0,Child Birth,0
9263,62,43323,682,0.27,3,15,4,2,1,3,Stable,Urban,2,1,Marriage,0
9264,43,37135,619,0.35,5,13,6,1,0,1,Stable,Suburban,3,0,Child Birth,0
9265,51,20000,456,0.44,2,5,9,4,0,5,Unstable,Rural,0,0,None,0
9266,49,49882,557,0.14,3,18,5,6,0,5,Unstable,Suburban,4,1,Marriage,0
9267,64,129162,589,0.54,3,5,7,3,0,4,Stable,Rural,4,1,None,1
9268,62,91773,741,0.12,4,11,1,4,1,1,Unstable,Suburban,4,2,Child Birth,0
9269,47,35195,715,0.53,2,3,8,8,0,2,Stable,Rural,2,2,Home Purchase,0
9270,53,47132,808,0.11,2,4,4,2,0,3,Stable,Suburban,4,2,None,0
9271,39,46974,579,0.18,5,7,8,9,0,5,Unstable,Rural,0,0,Child Birth,0
9272,27,94963,850,0.5,2,4,9,6,0,2,Unstable,Suburban,0,0,Marriage,0
9273,34,115613,850,0.53,3,3,3,9,0,3,Unstable,Urban,2,2,Marriage,1
9274,39,62244,703,0.59,3,10,4,1,0,2,Stable,Urban,2,2,Marriage,0
9275,40,66591,631,0.16,5,11,6,4,0,4,Unstable,Urban,2,1,None,0
9276,41,73009,636,0.36,3,18,3,7,0,1,Stable,Urban,0,2,Home Purchase,0
9277,43,59603,719,0.14,5,1,9,9,0,5,Stable,Suburban,1,2,None,0
9278,35,67049,850,0.18,4,9,3,1,1,3,Stable,Urban,4,0,None,0
9279,29,61204,690,0.19,2,17,7,1,0,5,Unstable,Rural,2,0,Marriage,0
9280,29,71949,541,0.13,2,12,7,3,0,3,Unstable,Rural,4,2,Child Birth,0
9281,38,20000,850,0.55,2,1,5,6,0,2,Unstable,Urban,1,2,None,1
9282,50,48012,659,0.16,4,7,6,5,0,5,Stable,Urban,3,2,Home Purchase,0
9283,32,30415,845,0.41,2,14,1,5,0,1,Unstable,Urban,2,1,Marriage,0
9284,29,77252,762,0.41,4,9,3,9,0,3,Stable,Rural,0,2,Child Birth,1
9285,31,40359,685,0.2,4,12,3,3,1,4,Unstable,Suburban,4,1,Home Purchase,0
9286,40,20877,796,0.6,5,8,2,5,0,2,Stable,Urban,3,0,Child Birth,0
9287,38,20000,626,0.27,1,7,1,7,1,4,Unstable,Suburban,1,2,Marriage,0
9288,61,71234,670,0.55,1,14,9,2,0,2,Stable,Suburban,1,2,Child Birth,0
9289,65,36781,646,0.57,5,2,4,7,0,1,Unstable,Rural,0,0,Child Birth,1
9290,28,56545,679,0.57,5,2,8,1,1,4,Unstable,Urban,0,0,None,0
9291,60,99572,754,0.48,5,17,7,7,0,2,Stable,Urban,4,1,None,0
9292,41,69379,754,0.23,2,10,6,2,0,4,Unstable,Suburban,0,0,Child Birth,0
9293,60,47246,544,0.16,3,5,1,7,0,2,Unstable,Rural,0,0,Home Purchase,1
9294,30,30620,646,0.38,5,1,3,3,1,1,Stable,Urban,1,1,None,0
9295,40,70874,663,0.28,4,5,5,5,0,5,Unstable,Urban,0,0,None,1
9296,53,56772,758,0.52,1,4,1,9,1,2,Stable,Rural,1,2,None,1
9297,60,74464,559,0.47,2,12,1,1,0,3,Stable,Rural,2,0,None,0
9298,62,20000,770,0.24,3,14,9,6,0,5,Stable,Suburban,1,2,Home Purchase,0
9299,61,88436,587,0.11,1,11,1,7,0,4,Stable,Urban,0,2,Child Birth,0
9300,34,20000,724,0.22,1,4,4,9,0,4,Unstable,Urban,1,0,None,1
9301,65,47895,811,0.38,1,9,8,4,0,4,Stable,Suburban,1,2,Home Purchase,1
9302,60,94749,577,0.14,4,3,9,9,0,3,Stable,Rural,1,0,Child Birth,1
9303,53,20000,724,0.43,4,3,6,1,0,3,Unstable,Urban,3,0,Child Birth,1
9304,38,57829,681,0.44,4,3,8,4,0,3,Stable,Rural,2,1,Marriage,0
9305,28,53130,602,0.18,3,7,6,6,0,3,Unstable,Suburban,3,2,Home Purchase,0
9306,68,59280,577,0.4,1,1,8,7,0,3,Unstable,Urban,2,0,None,0
9307,66,68905,629,0.4,5,13,7,1,0,3,Unstable,Urban,3,0,Child Birth,1
9308,60,60376,618,0.34,3,4,9,1,0,5,Unstable,Rural,0,2,Home Purchase,0
9309,69,26499,679,0.58,4,12,9,9,1,5,Stable,Rural,1,0,Home Purchase,0
9310,37,62432,657,0.15,4,8,2,7,0,4,Unstable,Suburban,3,2,Child Birth,0
9311,42,59542,742,0.3,4,19,5,9,0,3,Stable,Urban,1,1,Marriage,0
9312,57,58494,780,0.54,2,6,2,5,0,1,Stable,Suburban,4,1,Home Purchase,0
9313,45,112150,547,0.29,1,10,6,9,0,4,Unstable,Rural,0,1,Marriage,0
9314,40,93435,674,0.31,5,13,4,5,0,4,Stable,Urban,1,2,Home Purchase,0
9315,39,105678,605,0.43,1,3,8,6,0,2,Stable,Suburban,1,2,Marriage,1
9316,29,68602,591,0.43,3,9,4,8,1,4,Unstable,Urban,2,2,Marriage,0
9317,30,104633,543,0.11,2,10,6,9,0,4,Unstable,Urban,0,0,None,0
9318,62,38599,535,0.33,3,13,1,3,1,4,Stable,Urban,4,0,Child Birth,0
9319,27,51019,648,0.27,4,16,4,2,0,2,Stable,Rural,3,0,Marriage,1
9320,36,45496,739,0.41,4,8,4,5,1,1,Unstable,Suburban,0,0,Marriage,1
9321,60,47602,738,0.38,5,11,6,6,0,3,Unstable,Suburban,2,0,Child Birth,1
9322,57,61032,594,0.43,1,2,8,8,0,2,Stable,Suburban,1,2,Child Birth,0
9323,60,65099,584,0.43,3,19,4,4,0,3,Stable,Urban,1,1,None,0
9324,57,70774,723,0.23,4,2,4,1,0,5,Unstable,Suburban,1,1,Home Purchase,0
9325,55,103616,656,0.22,5,6,3,4,0,4,Stable,Suburban,1,0,Marriage,1
9326,45,21884,788,0.29,5,16,8,8,0,4,Unstable,Urban,2,1,Child Birth,0
9327,51,29868,588,0.22,3,16,6,2,0,4,Unstable,Rural,2,0,Home Purchase,0
9328,51,20000,514,0.44,1,7,4,8,0,4,Stable,Urban,3,1,Child Birth,0
9329,32,38950,761,0.4,2,11,5,4,0,1,Stable,Urban,3,1,Marriage,0
9330,61,48895,510,0.21,5,16,2,2,1,3,Stable,Rural,4,1,Home Purchase,1
9331,56,42539,555,0.54,3,6,9,4,0,2,Stable,Urban,0,0,Marriage,0
9332,50,31526,633,0.33,4,5,8,1,0,2,Unstable,Rural,0,2,Child Birth,1
9333,26,62226,671,0.16,2,9,2,7,1,1,Stable,Urban,4,1,Marriage,0
9334,36,50332,760,0.21,2,3,8,3,0,1,Stable,Suburban,2,2,Child Birth,1
9335,46,37881,598,0.37,1,8,6,4,0,5,Stable,Urban,0,2,None,0
9336,41,63776,831,0.27,3,8,1,3,0,3,Stable,Urban,0,0,None,1
9337,31,45670,548,0.53,1,17,4,8,0,4,Stable,Urban,3,0,Marriage,0
9338,67,88913,662,0.35,5,6,5,3,0,4,Unstable,Rural,4,2,Child Birth,0
9339,28,55909,783,0.56,5,12,2,7,0,1,Unstable,Rural,4,0,Home Purchase,1
9340,61,51250,788,0.15,3,6,5,2,0,1,Unstable,Rural,3,1,Marriage,0
9341,62,66538,404,0.43,4,15,1,9,0,2,Unstable,Urban,1,0,Home Purchase,0
9342,56,20000,850,0.54,5,11,2,6,1,2,Unstable,Rural,0,0,Marriage,1
9343,35,90338,667,0.25,5,10,1,3,1,1,Stable,Urban,2,1,Marriage,0
9344,25,79622,727,0.17,4,2,2,8,1,5,Stable,Urban,4,0,None,1
9345,49,40173,666,0.33,2,6,2,8,0,5,Stable,Urban,2,2,None,0
9346,66,31733,850,0.58,3,19,7,6,0,4,Unstable,Rural,1,2,None,0
9347,48,34750,828,0.42,2,17,7,4,1,5,Stable,Rural,0,2,Marriage,0
9348,67,24751,850,0.42,1,9,7,3,1,4,Unstable,Rural,1,1,Child Birth,0
9349,41,20000,747,0.44,4,2,2,9,0,5,Stable,Urban,2,2,Home Purchase,0
9350,32,23939,791,0.12,3,4,3,5,1,5,Unstable,Suburban,4,1,Home Purchase,0
9351,69,20000,595,0.32,4,9,2,4,0,1,Unstable,Rural,1,2,Child Birth,0
9352,51,50909,673,0.14,4,8,5,9,0,5,Unstable,Urban,3,0,Marriage,1
9353,42,56586,791,0.26,2,4,3,7,0,4,Unstable,Suburban,1,0,Marriage,0
9354,51,92026,731,0.51,2,1,6,3,0,3,Unstable,Suburban,3,0,Child Birth,0
9355,46,84677,710,0.43,1,11,6,6,0,3,Stable,Rural,2,1,Marriage,0
9356,40,41650,622,0.6,3,11,5,8,0,2,Unstable,Urban,3,2,None,1
9357,26,53808,816,0.19,4,7,2,5,0,4,Stable,Rural,1,2,None,1
9358,29,87577,815,0.3,1,18,8,2,0,1,Unstable,Rural,3,0,Marriage,1
9359,42,48787,804,0.5,4,8,6,8,0,1,Unstable,Suburban,3,1,None,1
9360,27,64264,729,0.21,1,15,2,2,1,2,Stable,Rural,2,2,Child Birth,0
