application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,vehicle_value,down_payment,vehicle_type,vehicle_model,vehicle_year,loan_term_months,interest_rate,marital_status,num_dependents,residence_type,years_employed,has_previous_auto_loan,previous_default,bank_account_balance,is_approved
75499,Applicant_379,2023-02-18,34,85243.24,unemployed,634,0.33,20940.08,24989.53,5949.94,luxury,Lexus LS,2011,72,11.21,single,4,rent,37,0,0,16492.39,1
75500,Applicant_379,2023-02-19,52,60453.52,self-employed,723,0.28,35389.49,42900.22,5920.41,truck,Toyota Tacoma,2017,60,5.84,married,0,family,25,1,1,8598.7,1
75501,Applicant_379,2023-02-20,64,54204.12,unemployed,666,0.42,52344.49,76219.7,22544.42,electric,Ford Mustang Mach-E,2017,84,6.75,single,1,family,27,1,1,12143.83,0
75502,Applicant_379,2023-02-20,34,26981.41,self-employed,422,0.44,64700.91,74099.66,19087.72,sedan,Ford Fusion,2014,48,8.48,married,3,rent,26,1,0,6520.25,1
75503,Applicant_379,2023-02-21,66,44215.84,unemployed,608,0.34,63109.24,79197.53,10301.62,electric,Tesla Model Y,2024,36,11.1,divorced,2,rent,24,1,0,9109.69,1
75504,Applicant_379,2023-02-21,26,95063.95,employed,739,0.36,25189.68,35685.14,6474.44,sedan,Honda Civic,2014,36,5.39,divorced,3,family,9,0,0,12444.83,1
75505,Applicant_379,2023-02-23,24,38598.43,unemployed,473,0.4,66348.88,90710.41,10354.46,SUV,Jeep Grand Cherokee,2024,60,10.83,divorced,2,own,10,0,0,10190.99,1
75506,Applicant_379,2023-02-23,20,34067.38,unemployed,504,0.5,25721.23,36662.65,7072.64,luxury,Porsche Panamera,2016,36,9.5,married,2,own,20,1,0,6888.5,1
75507,Applicant_379,2023-02-24,61,86331.73,self-employed,769,0.2,93480.39,123240.23,10329.77,sedan,Toyota Camry,2020,72,6.0,married,3,rent,39,0,0,15850.28,1
75508,Applicant_379,2023-02-28,19,38823.95,unemployed,446,0.49,17230.62,23814.14,1790.76,electric,Ford Mustang Mach-E,2010,72,8.13,married,3,own,12,0,0,9144.48,0
75509,Applicant_379,2023-02-28,40,47013.31,unemployed,561,0.39,39817.78,57598.99,4969.19,sedan,Honda Civic,2014,36,5.28,married,1,family,10,0,0,12610.24,0
75510,Applicant_379,2023-03-01,31,95816.98,unemployed,743,0.23,81673.01,95472.44,22046.41,SUV,Toyota RAV4,2023,84,5.36,single,3,family,19,0,0,15182.9,1
75511,Applicant_379,2023-03-01,41,109180.77,unemployed,782,0.16,44361.04,57447.0,7899.59,truck,Chevrolet Silverado,2022,36,5.15,divorced,1,own,22,0,0,19091.84,1
75512,Applicant_379,2023-03-03,55,32717.78,employed,643,0.44,38525.16,42977.88,3686.28,sedan,Honda Civic,2017,36,8.13,divorced,1,family,36,0,0,8990.61,0
75513,Applicant_379,2023-03-03,23,93858.46,self-employed,679,0.18,21910.87,26616.35,5021.98,electric,Tesla Model 3,2023,48,11.15,divorced,1,rent,33,0,0,15690.23,0
75514,Applicant_379,2023-03-04,33,108620.01,unemployed,789,0.15,36715.25,43441.87,6479.42,SUV,Toyota RAV4,2020,36,8.03,divorced,1,family,17,0,0,16769.4,1
75515,Applicant_379,2023-03-06,30,45423.43,unemployed,564,0.33,95055.1,105548.68,22802.63,sedan,Nissan Altima,2012,72,4.89,divorced,2,family,22,0,0,8425.43,1
75516,Applicant_379,2023-03-06,52,16436.87,self-employed,618,0.53,40355.11,45587.25,13193.26,electric,Tesla Model Y,2024,84,9.12,single,4,rent,1,0,0,7615.86,1
75517,Applicant_379,2023-03-11,52,39710.04,self-employed,552,0.45,79587.69,109834.9,30832.89,truck,Chevrolet Silverado,2022,72,8.69,divorced,3,rent,0,0,0,11184.45,1
75518,Applicant_379,2023-03-11,60,59639.26,self-employed,671,0.38,30695.91,42866.41,7570.14,sedan,Ford Fusion,2016,72,8.12,married,3,family,18,1,0,9302.33,1
75519,Applicant_379,2023-03-12,53,85623.18,self-employed,660,0.4,25289.87,34570.92,7455.16,electric,Tesla Model Y,2021,72,10.29,married,0,own,24,1,0,14174.46,0
75520,Applicant_379,2023-03-12,20,32750.55,unemployed,442,0.57,88751.05,125573.93,12845.46,truck,Ford F-150,2015,60,10.34,married,0,own,4,0,0,4447.62,0
75521,Applicant_379,2023-03-16,36,74288.61,unemployed,669,0.38,71189.46,94658.65,10173.4,electric,Tesla Model 3,2023,60,5.21,divorced,3,rent,37,0,0,16004.12,1
75522,Applicant_379,2023-03-16,39,54895.89,employed,538,0.39,57696.05,82439.69,21934.85,SUV,Jeep Grand Cherokee,2017,48,10.0,divorced,3,own,27,0,0,11801.59,1
75523,Applicant_379,2023-03-17,51,28507.54,unemployed,520,0.46,98952.13,113386.32,13911.08,sedan,Ford Fusion,2016,72,6.21,single,4,family,23,0,0,6207.79,1
75524,Applicant_379,2023-03-18,65,34991.87,self-employed,551,0.52,39995.71,51971.77,12948.62,luxury,BMW 7 Series,2012,72,4.37,divorced,4,rent,20,1,0,3882.77,1
75525,Applicant_379,2023-03-19,23,70628.9,unemployed,589,0.22,19402.44,24817.71,4563.87,sedan,Hyundai Elantra,2013,84,9.45,married,3,family,15,1,1,7664.36,0
75526,Applicant_379,2023-03-19,27,34254.35,self-employed,529,0.48,67509.31,79313.56,11894.69,electric,Tesla Model Y,2018,60,10.93,married,3,family,11,1,0,5027.51,0
75527,Applicant_379,2023-03-22,61,98053.45,self-employed,850,0.18,25416.55,31975.39,6690.37,SUV,Honda CR-V,2017,84,10.34,divorced,4,rent,30,0,0,17663.29,1
75528,Applicant_379,2023-03-22,61,67968.55,employed,683,0.32,65625.04,89987.57,13258.14,electric,Nissan Leaf,2011,60,6.87,single,2,own,9,1,1,6509.03,0
75529,Applicant_379,2023-03-23,59,106094.2,unemployed,803,0.33,73178.95,104922.75,17466.44,SUV,Jeep Grand Cherokee,2019,48,4.59,single,4,family,40,0,0,17732.33,1
75530,Applicant_379,2023-03-23,32,106125.94,self-employed,711,0.12,84940.62,124870.22,25320.07,luxury,BMW 7 Series,2020,84,8.31,divorced,4,own,22,1,1,15995.48,1
75531,Applicant_379,2023-03-24,58,36648.35,self-employed,601,0.36,10684.89,12193.12,696.45,luxury,Audi A8,2023,36,11.92,divorced,1,rent,18,1,0,12470.2,1
75532,Applicant_379,2023-03-24,31,19744.08,employed,413,0.56,84464.73,107276.38,29462.65,luxury,Mercedes-Benz S-Class,2016,48,11.89,married,1,own,4,0,0,1674.03,1
75533,Applicant_379,2023-03-25,40,51205.13,self-employed,609,0.47,55961.97,67407.3,12385.13,truck,Toyota Tacoma,2015,48,4.77,divorced,0,family,22,1,0,4403.66,0
75534,Applicant_379,2023-03-27,36,98900.42,unemployed,743,0.19,29061.7,39372.29,2669.59,electric,Ford Mustang Mach-E,2018,72,9.31,divorced,3,own,19,0,0,15389.43,1
75535,Applicant_379,2023-03-27,45,62090.02,employed,651,0.32,74707.63,97944.98,23040.6,SUV,Chevrolet Equinox,2020,60,10.0,divorced,4,own,18,1,1,11149.35,1
75536,Applicant_379,2023-03-29,23,29163.93,unemployed,480,0.58,36884.67,52276.38,7214.93,luxury,Porsche Panamera,2010,60,11.36,married,3,family,27,0,0,9028.86,1
75537,Applicant_379,2023-03-29,38,25332.75,self-employed,563,0.43,67234.88,84454.0,14788.02,electric,Tesla Model Y,2019,60,4.96,single,0,own,6,1,0,5655.85,0
75538,Applicant_379,2023-03-30,46,39571.4,unemployed,584,0.46,51808.3,66724.05,17290.06,electric,Nissan Leaf,2016,36,8.14,married,1,family,12,0,0,9776.2,1
75539,Applicant_379,2023-03-30,37,137993.04,unemployed,850,0.4,33249.95,47154.63,10242.69,SUV,Ford Explorer,2015,36,4.88,single,0,family,12,0,0,19141.15,1
75540,Applicant_379,2023-03-31,41,14206.28,employed,577,0.42,83873.82,109556.09,25821.22,sedan,Honda Civic,2022,48,4.52,married,2,family,12,1,1,8530.16,0
75541,Applicant_379,2023-04-01,23,67856.23,unemployed,567,0.17,22218.28,32369.8,3565.21,truck,Chevrolet Silverado,2011,60,6.74,married,1,own,2,0,0,10343.11,0
75542,Applicant_379,2023-04-01,38,68676.57,unemployed,656,0.4,30882.73,37835.26,4884.3,luxury,Mercedes-Benz S-Class,2011,72,9.17,married,3,family,20,0,0,11939.47,0
75543,Applicant_379,2023-04-02,62,78239.58,unemployed,725,0.39,56384.54,75166.9,13214.07,sedan,Toyota Camry,2016,36,11.57,single,1,rent,19,1,1,13664.55,0
75544,Applicant_379,2023-04-02,29,50330.04,employed,618,0.53,57609.4,70275.31,17019.62,electric,Tesla Model 3,2012,48,9.21,married,1,family,23,0,0,8342.01,1
75545,Applicant_379,2023-04-03,53,31700.34,employed,521,0.34,15385.55,19069.58,3486.14,truck,Ram 1500,2010,84,5.84,single,4,own,0,1,0,9143.44,1
75546,Applicant_379,2023-04-08,58,33791.21,employed,504,0.43,74466.14,101664.22,26184.27,truck,GMC Sierra,2014,84,7.92,single,4,own,16,0,0,9955.39,1
75547,Applicant_379,2023-04-08,47,10350.09,unemployed,452,0.33,82513.94,91981.15,7726.67,SUV,Jeep Grand Cherokee,2021,72,7.81,married,3,own,18,1,0,0.0,1
75548,Applicant_379,2023-04-09,36,167145.33,unemployed,850,0.38,64397.68,77488.01,7192.04,sedan,Honda Civic,2011,48,8.19,single,1,own,27,0,0,18438.98,1
75549,Applicant_379,2023-04-10,61,106528.11,employed,810,0.29,79767.54,118323.1,12304.96,truck,Ram 1500,2011,36,7.11,married,0,own,25,1,0,16231.38,1
75550,Applicant_379,2023-04-11,18,35037.41,self-employed,388,0.51,63746.73,74453.14,8358.06,electric,Tesla Model Y,2012,36,4.61,married,2,own,38,0,0,10253.39,0
75551,Applicant_379,2023-04-12,38,14323.19,employed,459,0.35,48096.04,64416.65,15755.3,sedan,Toyota Camry,2011,48,8.23,single,1,rent,2,1,0,3484.87,0
75552,Applicant_379,2023-04-12,69,76046.66,unemployed,744,0.1,40569.9,55601.82,16024.21,SUV,Toyota RAV4,2015,36,9.52,married,1,own,29,0,0,12471.18,1
75553,Applicant_379,2023-04-15,21,26289.96,employed,448,0.43,78181.9,92655.62,15321.16,SUV,Toyota RAV4,2022,36,8.19,divorced,4,rent,29,0,0,8409.94,0
75554,Applicant_379,2023-04-15,46,45062.48,employed,552,0.39,66512.02,87606.11,6992.88,sedan,Nissan Altima,2015,84,4.04,single,3,rent,11,0,0,13539.63,1
75555,Applicant_379,2023-04-17,67,41821.1,self-employed,674,0.43,55308.72,62787.93,7677.86,SUV,Chevrolet Equinox,2011,36,7.81,single,4,family,5,0,0,11599.82,1
75556,Applicant_379,2023-04-18,45,137950.16,unemployed,850,0.33,39506.31,49141.38,11019.5,SUV,Ford Explorer,2018,72,8.18,divorced,2,family,34,0,0,22673.52,1
75557,Applicant_379,2023-04-18,54,22931.87,employed,547,0.52,21934.6,25554.93,2543.43,electric,Tesla Model Y,2020,72,6.65,divorced,0,own,2,0,0,7975.91,1
75558,Applicant_379,2023-04-19,50,47794.43,employed,675,0.41,60933.09,71505.38,10435.29,SUV,Toyota RAV4,2017,48,8.32,divorced,1,rent,26,0,0,11800.9,1
75559,Applicant_379,2023-04-19,25,107395.74,employed,784,0.37,77646.14,111916.98,24575.86,luxury,Mercedes-Benz S-Class,2013,84,4.39,single,3,family,20,1,0,15748.36,1
75560,Applicant_379,2023-04-21,42,90979.58,self-employed,673,0.28,12345.44,16673.08,1304.57,sedan,Nissan Altima,2010,48,6.82,married,2,family,30,1,1,10329.39,0
75561,Applicant_379,2023-04-22,24,43719.26,employed,412,0.49,21595.12,29448.35,1510.79,electric,Tesla Model 3,2017,84,4.22,single,1,own,39,1,0,12134.43,0
75562,Applicant_379,2023-04-24,24,36226.98,employed,503,0.36,48773.69,54625.31,10925.94,sedan,Nissan Altima,2020,36,9.7,single,0,own,18,0,0,2703.68,1
75563,Applicant_379,2023-04-25,64,43853.55,self-employed,670,0.5,67775.3,77694.06,21807.63,electric,Ford Mustang Mach-E,2020,72,7.18,married,3,rent,15,1,1,12903.99,1
75564,Applicant_379,2023-04-27,28,44004.54,self-employed,512,0.45,40385.46,59677.48,5341.55,electric,Ford Mustang Mach-E,2018,60,10.96,married,3,own,6,0,0,10622.37,0
75565,Applicant_379,2023-04-29,20,56116.22,unemployed,593,0.34,85996.97,113692.45,29461.56,truck,Ram 1500,2020,84,8.13,divorced,4,rent,37,0,0,3767.97,1
75566,Applicant_379,2023-04-29,18,22817.73,employed,409,0.5,93530.57,107830.02,9052.58,truck,GMC Sierra,2018,36,4.55,single,0,own,14,1,0,4065.33,1
75567,Applicant_379,2023-05-03,32,28004.71,employed,490,0.49,76342.87,104005.76,27139.93,SUV,Ford Explorer,2016,60,5.15,married,3,family,15,1,0,7431.99,1
75568,Applicant_379,2023-05-04,58,51613.8,unemployed,657,0.56,10833.97,15855.92,1148.93,luxury,Porsche Panamera,2010,72,10.28,divorced,3,own,17,0,0,4533.38,1
75569,Applicant_379,2023-05-05,68,46998.18,employed,680,0.36,57762.89,63874.81,8200.15,SUV,Chevrolet Equinox,2024,84,8.72,single,0,rent,7,1,1,9862.4,0
75570,Applicant_379,2023-05-06,55,47274.39,unemployed,620,0.51,12990.87,15111.26,1236.18,luxury,BMW 7 Series,2013,36,8.71,divorced,1,family,27,0,0,15906.58,0
75571,Applicant_379,2023-05-07,40,47177.85,self-employed,524,0.44,44970.54,65838.8,15856.78,sedan,Nissan Altima,2019,60,6.9,single,0,own,31,1,1,9541.47,1
75572,Applicant_379,2023-05-08,69,41706.47,employed,583,0.47,47134.82,66384.13,12359.31,luxury,Lexus LS,2014,72,9.37,single,3,family,17,0,0,5664.89,1
75573,Applicant_379,2023-05-08,45,39049.3,unemployed,591,0.31,81081.65,114506.06,24905.17,truck,GMC Sierra,2021,72,5.82,divorced,2,own,27,1,0,10167.29,1
75574,Applicant_379,2023-05-09,51,34096.71,unemployed,545,0.37,95574.3,126749.89,15352.23,electric,Nissan Leaf,2015,36,7.27,divorced,1,rent,38,1,1,7210.08,0
75575,Applicant_379,2023-05-11,60,97839.06,unemployed,820,0.29,39022.41,57421.96,7356.64,sedan,Hyundai Elantra,2012,60,11.86,single,3,own,24,1,1,17589.75,1
75576,Applicant_379,2023-05-11,61,40725.88,unemployed,552,0.58,67333.04,75694.31,9561.28,SUV,Jeep Grand Cherokee,2014,72,4.86,married,3,rent,8,1,1,13447.26,1
75577,Applicant_379,2023-05-12,59,40973.18,unemployed,543,0.55,62691.26,70282.98,5090.19,electric,Nissan Leaf,2011,36,9.51,married,1,rent,20,0,0,17192.67,1
75578,Applicant_379,2023-05-12,56,51961.81,unemployed,640,0.53,36879.39,46185.5,12193.63,sedan,Honda Civic,2018,48,6.52,divorced,2,rent,1,0,0,5413.22,1
75579,Applicant_379,2023-05-13,42,34020.42,self-employed,501,0.58,50530.35,57194.02,9212.57,luxury,Audi A8,2012,84,4.53,single,2,own,22,0,0,7669.6,1
75580,Applicant_379,2023-05-14,52,19721.84,employed,596,0.35,44699.58,59375.12,15831.17,electric,Ford Mustang Mach-E,2011,48,7.65,single,1,own,7,0,0,7120.63,1
75581,Applicant_379,2023-05-15,53,24809.71,self-employed,492,0.59,53079.66,68440.4,9895.45,luxury,Lexus LS,2021,72,6.49,married,3,rent,28,0,0,10803.18,1
75582,Applicant_379,2023-05-16,66,86122.22,employed,850,0.23,51077.81,59776.81,16932.07,truck,Toyota Tacoma,2010,84,11.01,single,2,rent,9,0,0,15637.22,1
75583,Applicant_379,2023-05-18,44,15374.09,unemployed,473,0.58,38615.86,53881.67,12044.71,SUV,Jeep Grand Cherokee,2019,60,10.15,married,4,own,32,0,0,6836.1,0
75584,Applicant_379,2023-05-18,65,52119.78,self-employed,668,0.38,27972.14,34606.0,2789.9,electric,Tesla Model Y,2012,72,6.18,married,4,family,17,0,0,14529.16,0
75585,Applicant_379,2023-05-19,36,6971.55,unemployed,448,0.32,33961.41,45463.36,10745.01,electric,Nissan Leaf,2015,48,5.29,married,4,rent,10,0,0,2967.49,0
75586,Applicant_379,2023-05-19,62,12057.86,unemployed,579,0.46,27463.87,33599.34,7277.08,electric,Chevrolet Bolt,2019,48,8.32,single,0,own,26,0,0,11747.27,0
75587,Applicant_379,2023-05-20,27,77953.54,employed,620,0.2,94534.67,128877.29,32477.41,sedan,Hyundai Elantra,2017,84,7.42,married,3,family,31,1,1,11515.19,1
75588,Applicant_379,2023-05-22,65,32966.05,employed,631,0.47,38881.86,46987.55,10078.19,truck,Ram 1500,2021,36,4.63,married,2,family,20,1,1,7516.47,0
75589,Applicant_379,2023-05-24,55,79392.57,employed,779,0.39,39497.06,56432.77,15085.25,electric,Tesla Model Y,2017,36,8.99,divorced,2,rent,10,0,0,16927.99,1
75590,Applicant_379,2023-05-24,45,54226.88,employed,639,0.48,41235.07,46352.99,3837.12,SUV,Toyota RAV4,2022,72,4.92,married,2,family,22,1,0,15287.42,1
75591,Applicant_379,2023-05-31,18,33033.67,employed,536,0.53,33688.63,46120.15,5670.16,truck,Toyota Tacoma,2014,84,10.77,married,4,family,26,0,0,8974.39,1
75592,Applicant_379,2023-05-31,35,27911.61,self-employed,478,0.37,56951.82,67264.45,10954.9,SUV,Honda CR-V,2024,48,4.13,married,1,family,7,0,0,5622.51,0
75593,Applicant_379,2023-06-02,22,35215.97,unemployed,470,0.34,61912.15,78225.66,8718.33,truck,Ford F-150,2019,48,11.14,divorced,4,own,37,0,0,6610.51,1
75594,Applicant_379,2023-06-02,60,37530.2,employed,573,0.51,80037.36,100773.56,9019.99,truck,Chevrolet Silverado,2011,36,5.73,married,4,own,12,1,0,11513.29,1
75595,Applicant_379,2023-06-03,26,30364.43,self-employed,486,0.58,97065.07,144270.4,16399.18,truck,Ford F-150,2011,72,6.66,single,0,own,32,0,0,6600.65,0
75596,Applicant_379,2023-06-03,27,62645.62,self-employed,632,0.12,16723.37,20373.39,3120.26,electric,Chevrolet Bolt,2020,60,8.54,divorced,4,own,35,0,0,11966.16,1
75597,Applicant_379,2023-06-04,46,108330.43,employed,833,0.26,29971.6,35970.55,7991.99,luxury,Mercedes-Benz S-Class,2016,60,9.88,divorced,3,rent,2,1,1,16839.3,1
75598,Applicant_379,2023-06-05,52,25538.21,unemployed,509,0.59,91425.39,126178.42,26042.23,sedan,Toyota Camry,2017,72,7.71,single,0,family,35,0,0,8703.08,0
75599,Applicant_379,2023-06-05,28,43204.52,self-employed,557,0.4,72924.64,80367.81,10023.75,electric,Tesla Model 3,2022,48,10.83,married,1,own,35,0,0,10284.4,1
75600,Applicant_379,2023-06-08,33,49843.06,self-employed,611,0.53,61118.61,90488.37,18226.55,sedan,Ford Fusion,2011,48,8.08,divorced,0,own,32,1,0,11381.91,0
75601,Applicant_379,2023-06-08,63,64528.99,self-employed,677,0.26,14070.01,17322.26,2820.98,sedan,Ford Fusion,2022,84,11.1,married,4,family,26,1,0,13185.41,1
75602,Applicant_379,2023-06-09,58,19288.78,unemployed,570,0.33,39974.34,57021.79,3300.4,truck,GMC Sierra,2015,60,8.66,single,4,rent,4,1,1,4345.82,1
75603,Applicant_379,2023-06-09,51,91871.35,self-employed,820,0.35,68147.04,96858.53,24881.08,luxury,Mercedes-Benz S-Class,2022,48,5.6,single,4,family,34,1,1,24250.69,1
75604,Applicant_379,2023-06-11,35,205823.49,self-employed,850,0.16,65121.44,80251.93,4446.54,electric,Tesla Model Y,2023,36,5.88,divorced,0,rent,5,1,0,27666.53,1
75605,Applicant_379,2023-06-11,39,65883.1,self-employed,710,0.32,64077.51,82431.39,15754.3,sedan,Ford Fusion,2023,60,9.7,married,3,own,24,0,0,11591.43,1
75606,Applicant_379,2023-06-12,35,37377.57,unemployed,478,0.57,13684.66,19971.93,4619.39,SUV,Ford Explorer,2017,60,8.98,divorced,4,own,14,1,1,9855.37,0
75607,Applicant_379,2023-06-12,22,96781.31,self-employed,784,0.39,50722.15,60278.87,10174.17,luxury,BMW 7 Series,2013,36,10.9,divorced,2,family,34,1,1,15468.34,0
75608,Applicant_379,2023-06-13,28,51253.55,employed,514,0.51,63716.3,87660.2,15641.39,truck,Chevrolet Silverado,2023,60,4.61,married,1,family,39,0,0,10602.69,1
75609,Applicant_379,2023-06-17,46,13832.78,unemployed,503,0.35,63688.88,81907.71,11067.63,electric,Tesla Model 3,2012,48,6.36,married,4,family,10,0,0,9279.52,1
75610,Applicant_379,2023-06-18,38,56696.5,self-employed,619,0.38,88233.87,122634.25,29783.46,truck,Ram 1500,2017,48,10.44,divorced,4,family,2,0,0,8781.47,1
75611,Applicant_379,2023-06-19,49,28226.36,unemployed,546,0.5,46276.11,52717.92,10249.36,truck,GMC Sierra,2016,84,8.48,divorced,0,family,23,0,0,7562.7,0
75612,Applicant_379,2023-06-19,32,35657.21,unemployed,503,0.58,53719.69,67831.46,13370.25,sedan,Hyundai Elantra,2013,84,5.9,divorced,4,family,24,1,1,9120.3,0
75613,Applicant_379,2023-06-20,36,71168.33,employed,708,0.16,85707.03,114009.55,18628.36,SUV,Jeep Grand Cherokee,2011,48,5.93,married,1,own,31,1,0,10820.26,1
75614,Applicant_379,2023-06-22,70,56869.93,unemployed,706,0.39,64085.76,88698.93,18540.9,truck,Chevrolet Silverado,2021,48,8.22,married,2,family,2,0,0,8595.2,1
75615,Applicant_379,2023-06-23,35,33531.2,unemployed,574,0.32,32812.36,41528.89,3862.74,SUV,Ford Explorer,2018,36,6.73,married,4,family,19,1,1,8019.98,0
75616,Applicant_379,2023-06-23,48,40674.75,employed,594,0.36,23128.24,33131.01,3180.1,SUV,Honda CR-V,2023,84,11.18,married,2,family,34,0,0,6964.16,1
75617,Applicant_379,2023-06-24,62,30288.41,employed,512,0.33,56655.66,69618.65,3512.4,sedan,Nissan Altima,2015,36,4.69,single,0,rent,23,0,0,6840.92,0
75618,Applicant_379,2023-06-25,39,86891.72,employed,667,0.32,71876.97,96409.24,24596.43,SUV,Jeep Grand Cherokee,2018,48,5.83,married,1,own,28,1,1,10014.03,0
75619,Applicant_379,2023-06-25,64,45760.62,employed,645,0.39,61967.71,83640.35,11157.14,electric,Tesla Model 3,2012,36,5.98,single,1,own,0,0,0,10513.17,0
75620,Applicant_379,2023-06-26,66,241072.88,unemployed,850,0.23,92464.65,127041.49,33198.13,electric,Chevrolet Bolt,2019,48,10.98,single,3,rent,22,0,0,29950.8,1
75621,Applicant_379,2023-06-27,23,195161.92,unemployed,850,0.14,33080.74,43655.94,2420.53,luxury,Mercedes-Benz S-Class,2019,48,4.96,divorced,1,own,39,0,0,24006.97,1
75622,Applicant_379,2023-06-28,21,32667.64,unemployed,502,0.56,71146.52,78720.49,17850.69,SUV,Jeep Grand Cherokee,2010,36,7.38,divorced,1,own,30,0,0,8434.97,1
75623,Applicant_379,2023-06-29,56,91799.17,self-employed,783,0.18,61075.14,91143.03,7654.28,sedan,Nissan Altima,2015,84,9.67,divorced,4,family,1,0,0,11424.34,1
75624,Applicant_379,2023-06-30,38,34804.18,self-employed,495,0.43,84069.81,123603.17,17670.1,SUV,Honda CR-V,2015,48,5.04,divorced,3,own,1,0,0,6010.52,0
75625,Applicant_379,2023-06-30,70,80807.6,self-employed,775,0.22,44506.48,63336.78,11656.82,truck,GMC Sierra,2021,84,5.71,single,4,family,8,1,0,7270.54,1
75626,Applicant_379,2023-07-01,69,45502.66,employed,715,0.41,49358.42,64162.97,17542.88,truck,Chevrolet Silverado,2019,84,5.94,divorced,3,own,26,1,0,13999.87,1
75627,Applicant_379,2023-07-02,31,32686.03,unemployed,549,0.49,21626.54,25358.54,6456.8,SUV,Jeep Grand Cherokee,2014,72,10.24,single,0,family,1,1,1,9940.58,0
75628,Applicant_379,2023-07-02,28,32061.46,unemployed,611,0.42,35809.76,40757.99,4487.5,truck,Toyota Tacoma,2010,60,11.44,divorced,3,family,31,1,0,11306.36,1
75629,Applicant_379,2023-07-05,55,74399.02,unemployed,679,0.22,76363.74,104670.59,11151.36,SUV,Jeep Grand Cherokee,2015,48,10.82,single,3,family,3,1,0,14852.63,1
75630,Applicant_379,2023-07-05,49,34839.06,employed,525,0.52,13342.08,19679.19,3849.73,SUV,Ford Explorer,2020,48,8.59,divorced,2,own,9,0,0,6165.02,0
75631,Applicant_379,2023-07-09,63,103167.0,employed,850,0.22,91092.76,124845.12,29960.94,truck,Ford F-150,2013,84,10.65,divorced,3,own,11,0,0,15584.24,1
75632,Applicant_379,2023-07-09,18,40704.44,unemployed,525,0.53,41449.87,48738.41,7989.84,sedan,Toyota Camry,2011,36,4.75,married,1,rent,15,0,0,15102.13,0
75633,Applicant_379,2023-07-10,51,20757.27,self-employed,529,0.54,56338.69,62718.64,14740.79,sedan,Nissan Altima,2019,60,9.43,single,1,family,26,1,1,1591.26,0
75634,Applicant_379,2023-07-10,20,29298.71,unemployed,434,0.58,45040.55,67276.36,16036.53,SUV,Toyota RAV4,2015,48,11.59,single,2,family,30,1,0,9796.93,0
75635,Applicant_379,2023-07-11,41,37383.07,self-employed,673,0.35,22618.43,28813.35,4408.81,SUV,Toyota RAV4,2019,36,10.98,divorced,2,rent,38,1,0,11008.04,1
75636,Applicant_379,2023-07-12,20,20917.58,self-employed,421,0.48,57436.33,72408.16,16960.46,electric,Tesla Model Y,2024,60,7.87,single,4,family,27,1,1,4625.91,0
75637,Applicant_379,2023-07-15,18,52606.49,unemployed,511,0.38,78675.6,88489.77,8247.64,luxury,Lexus LS,2016,60,10.77,single,1,rent,19,0,0,9673.13,1
75638,Applicant_379,2023-07-16,66,50240.39,self-employed,637,0.42,78749.25,87791.09,23193.74,luxury,BMW 7 Series,2011,48,4.49,divorced,3,family,7,0,0,10030.0,1
75639,Applicant_379,2023-07-16,25,92222.3,self-employed,681,0.27,57542.01,74266.26,18940.07,sedan,Honda Civic,2016,36,4.77,single,3,rent,7,0,0,6723.17,1
75640,Applicant_379,2023-07-18,29,19326.97,self-employed,434,0.54,10277.4,12435.63,1505.38,truck,Ford F-150,2010,48,7.43,single,1,own,7,0,0,8474.28,1
75641,Applicant_379,2023-07-19,54,40110.63,employed,592,0.57,68016.71,92766.63,25914.2,truck,GMC Sierra,2020,36,7.77,divorced,3,rent,35,0,0,10023.62,1
75642,Applicant_379,2023-07-19,26,64011.84,self-employed,554,0.25,79221.52,111813.37,27319.06,sedan,Honda Civic,2015,84,10.95,married,2,rent,8,1,0,7353.84,1
75643,Applicant_380,2023-01-02,43,61890.43,employed,615,0.22,60507.21,75102.19,13808.61,electric,Chevrolet Bolt,2019,72,4.86,married,3,own,10,1,0,7944.93,1
75644,Applicant_380,2023-01-04,50,37977.77,self-employed,620,0.47,53658.05,59991.38,11941.19,SUV,Toyota RAV4,2013,72,11.64,divorced,0,family,26,0,0,8252.04,0
75645,Applicant_380,2023-01-05,47,96822.58,unemployed,756,0.11,69863.13,88067.75,21369.59,electric,Ford Mustang Mach-E,2021,36,4.2,married,2,rent,3,0,0,14355.55,1
75646,Applicant_380,2023-01-05,64,91915.52,unemployed,801,0.1,48753.71,58228.89,5100.94,sedan,Toyota Camry,2019,72,9.21,single,2,own,8,1,1,16575.73,1
75647,Applicant_380,2023-01-06,21,114743.04,employed,759,0.32,71852.61,84081.12,17865.58,SUV,Honda CR-V,2012,72,10.32,divorced,1,family,11,1,0,17710.65,1
75648,Applicant_380,2023-01-07,34,143653.38,unemployed,850,0.11,18549.93,24691.21,5279.08,electric,Ford Mustang Mach-E,2017,36,11.29,married,2,rent,1,1,0,17778.81,1
75649,Applicant_380,2023-01-09,35,23988.79,employed,574,0.34,67736.13,84149.86,24419.33,SUV,Jeep Grand Cherokee,2017,72,4.37,married,2,rent,17,0,0,6719.13,1
